forecast_publication_date,report,target_year,country,geo_code,indicator,unit,debt_percent_gdp,source_institution,source_file,notes
2026-04-15,Informe sobre los Presupuestos Iniciales de las AAPP 2026,2026,Espana,ES,Prevision de deuda publica,porcentaje del PIB,99.9,AIReF,2026-05-18_airef_informe-presupuestos-iniciales-aapp-2026.pdf,"Prevision vigente identificada en el informe: deuda 2026 del 99,9% del PIB; guardar separada del historico de previsiones."
