"ano","rubrica","rubrica_id","importe_miles_eur","importe_millones_eur","unidad_original","estado_dato","tipo_columna_fuente","tramo_fuente","fuente","url_fuente","notas"
"1998","Operaciones financieras","operaciones_financieras","3113071,52","3113,07152","miles de euros","observado","LIQUIDACIÓN CONSOLIDADA 1998","1995-2002","Seguridad Social, Presupuesto aprobado, Cuadro 4 ingresos por rubricas economicas","https://www.seg-social.es/wps/portal/wss/internet/EstadisticasPresupuestosEstudios/Estadisticas/EST66/EST67?changeLanguage=es","Serie historica homologada a la estructura presupuestaria de 2023. 2025P es presupuesto prorrogado/prevision, no liquidacion observada."
"1998","Operaciones no financieras","operaciones_no_financieras","77467218,43","77467,21843","miles de euros","observado","LIQUIDACIÓN CONSOLIDADA 1998","1995-2002","Seguridad Social, Presupuesto aprobado, Cuadro 4 ingresos por rubricas economicas","https://www.seg-social.es/wps/portal/wss/internet/EstadisticasPresupuestosEstudios/Estadisticas/EST66/EST67?changeLanguage=es","Serie historica homologada a la estructura presupuestaria de 2023. 2025P es presupuesto prorrogado/prevision, no liquidacion observada."
"1998","Pasivos financieros","pasivos_financieros","2857469,98","2857,46998","miles de euros","observado","LIQUIDACIÓN CONSOLIDADA 1998","1995-2002","Seguridad Social, Presupuesto aprobado, Cuadro 4 ingresos por rubricas economicas","https://www.seg-social.es/wps/portal/wss/internet/EstadisticasPresupuestosEstudios/Estadisticas/EST66/EST67?changeLanguage=es","Serie historica homologada a la estructura presupuestaria de 2023. 2025P es presupuesto prorrogado/prevision, no liquidacion observada."
"1998","Tasas y otros ingresos","tasas_y_otros_ingresos","1666083,36","1666,08336","miles de euros","observado","LIQUIDACIÓN CONSOLIDADA 1998","1995-2002","Seguridad Social, Presupuesto aprobado, Cuadro 4 ingresos por rubricas economicas","https://www.seg-social.es/wps/portal/wss/internet/EstadisticasPresupuestosEstudios/Estadisticas/EST66/EST67?changeLanguage=es","Serie historica homologada a la estructura presupuestaria de 2023. 2025P es presupuesto prorrogado/prevision, no liquidacion observada."
"1998","T O T A L E S","total_ingresos","80580289,95","80580,28995","miles de euros","observado","LIQUIDACIÓN CONSOLIDADA 1998","1995-2002","Seguridad Social, Presupuesto aprobado, Cuadro 4 ingresos por rubricas economicas","https://www.seg-social.es/wps/portal/wss/internet/EstadisticasPresupuestosEstudios/Estadisticas/EST66/EST67?changeLanguage=es","Serie historica homologada a la estructura presupuestaria de 2023. 2025P es presupuesto prorrogado/prevision, no liquidacion observada."
"1998","Transferencias corrientes","transferencias_corrientes","24177756,41","24177,75641","miles de euros","observado","LIQUIDACIÓN CONSOLIDADA 1998","1995-2002","Seguridad Social, Presupuesto aprobado, Cuadro 4 ingresos por rubricas economicas","https://www.seg-social.es/wps/portal/wss/internet/EstadisticasPresupuestosEstudios/Estadisticas/EST66/EST67?changeLanguage=es","Serie historica homologada a la estructura presupuestaria de 2023. 2025P es presupuesto prorrogado/prevision, no liquidacion observada."
"1998","Transferencias de capital","transferencias_de_capital","276032,88","276,03288","miles de euros","observado","LIQUIDACIÓN CONSOLIDADA 1998","1995-2002","Seguridad Social, Presupuesto aprobado, Cuadro 4 ingresos por rubricas economicas","https://www.seg-social.es/wps/portal/wss/internet/EstadisticasPresupuestosEstudios/Estadisticas/EST66/EST67?changeLanguage=es","Serie historica homologada a la estructura presupuestaria de 2023. 2025P es presupuesto prorrogado/prevision, no liquidacion observada."
"1999","Activos financieros","activos_financieros","209925,83","209,92583","miles de euros","observado","LIQUIDACIÓN CONSOLIDADA 1999","1995-2002","Seguridad Social, Presupuesto aprobado, Cuadro 4 ingresos por rubricas economicas","https://www.seg-social.es/wps/portal/wss/internet/EstadisticasPresupuestosEstudios/Estadisticas/EST66/EST67?changeLanguage=es","Serie historica homologada a la estructura presupuestaria de 2023. 2025P es presupuesto prorrogado/prevision, no liquidacion observada."
"1999","Cotizaciones sociales","cotizaciones_sociales","54904942,33","54904,94233","miles de euros","observado","LIQUIDACIÓN CONSOLIDADA 1999","1995-2002","Seguridad Social, Presupuesto aprobado, Cuadro 4 ingresos por rubricas economicas","https://www.seg-social.es/wps/portal/wss/internet/EstadisticasPresupuestosEstudios/Estadisticas/EST66/EST67?changeLanguage=es","Serie historica homologada a la estructura presupuestaria de 2023. 2025P es presupuesto prorrogado/prevision, no liquidacion observada."
"1999","Enajenación de inversiones reales","enajenacion_inversiones_reales","25993,96","25,99396","miles de euros","observado","LIQUIDACIÓN CONSOLIDADA 1999","1995-2002","Seguridad Social, Presupuesto aprobado, Cuadro 4 ingresos por rubricas economicas","https://www.seg-social.es/wps/portal/wss/internet/EstadisticasPresupuestosEstudios/Estadisticas/EST66/EST67?changeLanguage=es","Serie historica homologada a la estructura presupuestaria de 2023. 2025P es presupuesto prorrogado/prevision, no liquidacion observada."
"1999","Ingresos patrimoniales","ingresos_patrimoniales","137875,51","137,87551","miles de euros","observado","LIQUIDACIÓN CONSOLIDADA 1999","1995-2002","Seguridad Social, Presupuesto aprobado, Cuadro 4 ingresos por rubricas economicas","https://www.seg-social.es/wps/portal/wss/internet/EstadisticasPresupuestosEstudios/Estadisticas/EST66/EST67?changeLanguage=es","Serie historica homologada a la estructura presupuestaria de 2023. 2025P es presupuesto prorrogado/prevision, no liquidacion observada."
"1999","Operaciones corrientes","operaciones_corrientes","82524129,3","82524,1293","miles de euros","observado","LIQUIDACIÓN CONSOLIDADA 1999","1995-2002","Seguridad Social, Presupuesto aprobado, Cuadro 4 ingresos por rubricas economicas","https://www.seg-social.es/wps/portal/wss/internet/EstadisticasPresupuestosEstudios/Estadisticas/EST66/EST67?changeLanguage=es","Serie historica homologada a la estructura presupuestaria de 2023. 2025P es presupuesto prorrogado/prevision, no liquidacion observada."
"1999","Operaciones de capital","operaciones_de_capital","487113,34","487,11334","miles de euros","observado","LIQUIDACIÓN CONSOLIDADA 1999","1995-2002","Seguridad Social, Presupuesto aprobado, Cuadro 4 ingresos por rubricas economicas","https://www.seg-social.es/wps/portal/wss/internet/EstadisticasPresupuestosEstudios/Estadisticas/EST66/EST67?changeLanguage=es","Serie historica homologada a la estructura presupuestaria de 2023. 2025P es presupuesto prorrogado/prevision, no liquidacion observada."
