"anio","ambito_geografico","sexo","edad","poblacion_residente_1_enero_personas","naturaleza","escenario","tipo_dato_ine","fuente"
"2025","Total Nacional","Hombres","3 años","184930","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Hombres","4 años","186860","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Hombres","5 años","198279","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Hombres","6 años","207969","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Hombres","7 años","222514","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Hombres","8 años","233794","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Hombres","9 años","240120","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Hombres","10 años","245195","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Hombres","11 años","242637","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Hombres","12 años","256556","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Hombres","13 años","262789","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Hombres","14 años","268658","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Hombres","15 años","274143","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Hombres","16 años","286717","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Hombres","17 años","278261","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Hombres","18 años","279464","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Hombres","19 años","278691","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Hombres","20 años","282280","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Hombres","21 años","280135","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Hombres","22 años","275594","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Hombres","23 años","276580","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Hombres","24 años","281500","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Hombres","25 años","276700","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Hombres","26 años","273185","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Hombres","27 años","277795","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Hombres","28 años","276277","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Hombres","29 años","279106","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Hombres","30 años","282864","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Hombres","31 años","289859","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Hombres","32 años","296207","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Hombres","33 años","294998","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Hombres","34 años","296913","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Hombres","35 años","299483","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Hombres","36 años","303251","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Hombres","37 años","305477","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Hombres","38 años","309936","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Hombres","39 años","318623","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Hombres","40 años","328706","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Hombres","41 años","338514","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Hombres","42 años","356035","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Hombres","43 años","369925","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Hombres","44 años","386181","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Hombres","45 años","394855","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Hombres","46 años","411536","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Hombres","47 años","417073","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Hombres","48 años","421786","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Hombres","49 años","418338","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Hombres","50 años","412770","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Hombres","51 años","401258","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Hombres","52 años","397507","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Hombres","53 años","388955","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Hombres","54 años","381672","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Hombres","55 años","374468","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Hombres","56 años","368432","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Hombres","57 años","367684","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Hombres","58 años","356835","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Hombres","59 años","350505","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Hombres","60 años","352229","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Hombres","61 años","333191","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Hombres","62 años","318700","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Hombres","63 años","308493","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Hombres","64 años","306467","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Hombres","65 años","295392","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Hombres","66 años","285354","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Hombres","67 años","274810","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Hombres","68 años","252862","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Hombres","69 años","242478","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Hombres","70 años","227259","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Hombres","71 años","224984","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Hombres","72 años","220528","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Hombres","73 años","202408","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Hombres","74 años","192583","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Hombres","75 años","194264","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Hombres","76 años","197445","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Hombres","77 años","175222","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Hombres","78 años","161297","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Hombres","79 años","161471","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Hombres","80 años","147646","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Hombres","81 años","138250","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Hombres","82 años","113147","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Hombres","83 años","98183","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Hombres","84 años","110600","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Hombres","85 años","66066","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Hombres","86 años","68531","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Hombres","87 años","68977","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Hombres","88 años","65946","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Hombres","89 años","56240","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Hombres","90 años","47173","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Hombres","91 años","39482","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Hombres","92 años","31942","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Hombres","93 años","23960","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Hombres","94 años","17925","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Hombres","95 años","12596","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Hombres","96 años","9075","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Hombres","97 años","5841","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Hombres","98 años","3948","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Hombres","99 años","2557","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Hombres",,"3253","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Mujeres","Todas las edades","25126273","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Mujeres","0 años","158658","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Mujeres","1 año","161056","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Mujeres","2 años","164373","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Mujeres","3 años","173824","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Mujeres","4 años","178244","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Mujeres","5 años","187600","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Mujeres","6 años","197401","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Mujeres","7 años","209421","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Mujeres","8 años","220783","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Mujeres","9 años","226780","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Mujeres","10 años","230344","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Mujeres","11 años","228702","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Mujeres","12 años","240875","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Mujeres","13 años","246933","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Mujeres","14 años","252835","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Mujeres","15 años","256484","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Mujeres","16 años","268510","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Mujeres","17 años","260262","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Mujeres","18 años","260281","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Mujeres","19 años","260358","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Mujeres","20 años","263173","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Mujeres","21 años","264150","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Mujeres","22 años","258269","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Mujeres","23 años","261019","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Mujeres","24 años","265223","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Mujeres","25 años","263891","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Mujeres","26 años","259204","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Mujeres","27 años","266916","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Mujeres","28 años","267043","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Mujeres","29 años","269463","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Mujeres","30 años","273900","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Mujeres","31 años","281659","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Mujeres","32 años","289665","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Mujeres","33 años","287842","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Mujeres","34 años","292339","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Mujeres","35 años","297509","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Mujeres","36 años","302369","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Mujeres","37 años","305957","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Mujeres","38 años","313123","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Mujeres","39 años","321511","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Mujeres","40 años","332219","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Mujeres","41 años","341162","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Mujeres","42 años","357433","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Mujeres","43 años","369521","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Mujeres","44 años","384848","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Mujeres","45 años","393570","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Mujeres","46 años","407583","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Mujeres","47 años","410012","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Mujeres","48 años","416813","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Mujeres","49 años","411616","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Mujeres","50 años","408916","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Mujeres","51 años","397939","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Mujeres","52 años","396087","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Mujeres","53 años","389385","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Mujeres","54 años","383960","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Mujeres","55 años","379569","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Mujeres","56 años","376463","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Mujeres","57 años","378616","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Mujeres","58 años","368420","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Mujeres","59 años","365806","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Mujeres","60 años","369591","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Mujeres","61 años","350504","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Mujeres","62 años","339065","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Mujeres","63 años","330436","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Mujeres","64 años","330439","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Mujeres","65 años","320065","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Mujeres","66 años","312197","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Mujeres","67 años","303967","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Mujeres","68 años","282187","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Mujeres","69 años","273373","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Mujeres","70 años","260281","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Mujeres","71 años","257818","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Mujeres","72 años","253882","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Mujeres","73 años","237545","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Mujeres","74 años","229559","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
"2025","Total Nacional","Mujeres","75 años","236711","proyeccion","Proyeccion a largo plazo","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36643"
