"periodo","ano","trimestre","tasa_paro_pct","estado_dato","fuente_segmento","fuente","institucion","url_fuente","notas"
"1994T3","1994","3","23.80","observado","base_poblacional_2001_metodologia_epa_2005_serie_1976_1995","INE EPA tabla historica 01011","Instituto Nacional de Estadistica","https://www.ine.es/dynt3/inebase/index.htm?type=pcaxis&path=/t22/e308/meto_02/pae/px/&file=pcaxis","Total Nacional; ambos sexos; edad total; tasas de paro. Serie historica anterior a 2005."
"1994T4","1994","4","23.90","observado","base_poblacional_2001_metodologia_epa_2005_serie_1976_1995","INE EPA tabla historica 01011","Instituto Nacional de Estadistica","https://www.ine.es/dynt3/inebase/index.htm?type=pcaxis&path=/t22/e308/meto_02/pae/px/&file=pcaxis","Total Nacional; ambos sexos; edad total; tasas de paro. Serie historica anterior a 2005."
"1995T1","1995","1","23.49","observado","base_poblacional_2001_metodologia_epa_2005_serie_1976_1995","INE EPA tabla historica 01011","Instituto Nacional de Estadistica","https://www.ine.es/dynt3/inebase/index.htm?type=pcaxis&path=/t22/e308/meto_02/pae/px/&file=pcaxis","Total Nacional; ambos sexos; edad total; tasas de paro. Serie historica anterior a 2005."
"1995T2","1995","2","22.70","observado","base_poblacional_2001_metodologia_epa_2005_serie_1976_1995","INE EPA tabla historica 01011","Instituto Nacional de Estadistica","https://www.ine.es/dynt3/inebase/index.htm?type=pcaxis&path=/t22/e308/meto_02/pae/px/&file=pcaxis","Total Nacional; ambos sexos; edad total; tasas de paro. Serie historica anterior a 2005."
"1995T3","1995","3","22.65","observado","base_poblacional_2001_metodologia_epa_2005_serie_1976_1995","INE EPA tabla historica 01011","Instituto Nacional de Estadistica","https://www.ine.es/dynt3/inebase/index.htm?type=pcaxis&path=/t22/e308/meto_02/pae/px/&file=pcaxis","Total Nacional; ambos sexos; edad total; tasas de paro. Serie historica anterior a 2005."
"1995T4","1995","4","22.76","observado","base_poblacional_2001_metodologia_epa_2005_serie_1976_1995","INE EPA tabla historica 01011","Instituto Nacional de Estadistica","https://www.ine.es/dynt3/inebase/index.htm?type=pcaxis&path=/t22/e308/meto_02/pae/px/&file=pcaxis","Total Nacional; ambos sexos; edad total; tasas de paro. Serie historica anterior a 2005."
"1996T1","1996","1","22.83","observado","base_poblacional_2001_metodologia_epa_2005_serie_1996_2004","INE EPA tabla historica 01011","Instituto Nacional de Estadistica","https://www.ine.es/dynt3/inebase/index.htm?type=pcaxis&path=/t22/e308/meto_05/pae/px/&file=pcaxis","Total Nacional; ambos sexos; edad total; tasas de paro. Serie historica anterior a 2005."
"1996T2","1996","2","22.17","observado","base_poblacional_2001_metodologia_epa_2005_serie_1996_2004","INE EPA tabla historica 01011","Instituto Nacional de Estadistica","https://www.ine.es/dynt3/inebase/index.htm?type=pcaxis&path=/t22/e308/meto_05/pae/px/&file=pcaxis","Total Nacional; ambos sexos; edad total; tasas de paro. Serie historica anterior a 2005."
"1996T3","1996","3","21.72","observado","base_poblacional_2001_metodologia_epa_2005_serie_1996_2004","INE EPA tabla historica 01011","Instituto Nacional de Estadistica","https://www.ine.es/dynt3/inebase/index.htm?type=pcaxis&path=/t22/e308/meto_05/pae/px/&file=pcaxis","Total Nacional; ambos sexos; edad total; tasas de paro. Serie historica anterior a 2005."
"1996T4","1996","4","21.60","observado","base_poblacional_2001_metodologia_epa_2005_serie_1996_2004","INE EPA tabla historica 01011","Instituto Nacional de Estadistica","https://www.ine.es/dynt3/inebase/index.htm?type=pcaxis&path=/t22/e308/meto_05/pae/px/&file=pcaxis","Total Nacional; ambos sexos; edad total; tasas de paro. Serie historica anterior a 2005."
"1997T1","1997","1","21.30","observado","base_poblacional_2001_metodologia_epa_2005_serie_1996_2004","INE EPA tabla historica 01011","Instituto Nacional de Estadistica","https://www.ine.es/dynt3/inebase/index.htm?type=pcaxis&path=/t22/e308/meto_05/pae/px/&file=pcaxis","Total Nacional; ambos sexos; edad total; tasas de paro. Serie historica anterior a 2005."
"1997T2","1997","2","20.72","observado","base_poblacional_2001_metodologia_epa_2005_serie_1996_2004","INE EPA tabla historica 01011","Instituto Nacional de Estadistica","https://www.ine.es/dynt3/inebase/index.htm?type=pcaxis&path=/t22/e308/meto_05/pae/px/&file=pcaxis","Total Nacional; ambos sexos; edad total; tasas de paro. Serie historica anterior a 2005."
"1997T3","1997","3","20.31","observado","base_poblacional_2001_metodologia_epa_2005_serie_1996_2004","INE EPA tabla historica 01011","Instituto Nacional de Estadistica","https://www.ine.es/dynt3/inebase/index.htm?type=pcaxis&path=/t22/e308/meto_05/pae/px/&file=pcaxis","Total Nacional; ambos sexos; edad total; tasas de paro. Serie historica anterior a 2005."
"1997T4","1997","4","20.11","observado","base_poblacional_2001_metodologia_epa_2005_serie_1996_2004","INE EPA tabla historica 01011","Instituto Nacional de Estadistica","https://www.ine.es/dynt3/inebase/index.htm?type=pcaxis&path=/t22/e308/meto_05/pae/px/&file=pcaxis","Total Nacional; ambos sexos; edad total; tasas de paro. Serie historica anterior a 2005."
"1998T1","1998","1","19.41","observado","base_poblacional_2001_metodologia_epa_2005_serie_1996_2004","INE EPA tabla historica 01011","Instituto Nacional de Estadistica","https://www.ine.es/dynt3/inebase/index.htm?type=pcaxis&path=/t22/e308/meto_05/pae/px/&file=pcaxis","Total Nacional; ambos sexos; edad total; tasas de paro. Serie historica anterior a 2005."
"1998T2","1998","2","18.70","observado","base_poblacional_2001_metodologia_epa_2005_serie_1996_2004","INE EPA tabla historica 01011","Instituto Nacional de Estadistica","https://www.ine.es/dynt3/inebase/index.htm?type=pcaxis&path=/t22/e308/meto_05/pae/px/&file=pcaxis","Total Nacional; ambos sexos; edad total; tasas de paro. Serie historica anterior a 2005."
"1998T3","1998","3","18.32","observado","base_poblacional_2001_metodologia_epa_2005_serie_1996_2004","INE EPA tabla historica 01011","Instituto Nacional de Estadistica","https://www.ine.es/dynt3/inebase/index.htm?type=pcaxis&path=/t22/e308/meto_05/pae/px/&file=pcaxis","Total Nacional; ambos sexos; edad total; tasas de paro. Serie historica anterior a 2005."
"1998T4","1998","4","17.99","observado","base_poblacional_2001_metodologia_epa_2005_serie_1996_2004","INE EPA tabla historica 01011","Instituto Nacional de Estadistica","https://www.ine.es/dynt3/inebase/index.htm?type=pcaxis&path=/t22/e308/meto_05/pae/px/&file=pcaxis","Total Nacional; ambos sexos; edad total; tasas de paro. Serie historica anterior a 2005."
"1999T1","1999","1","16.78","observado","base_poblacional_2001_metodologia_epa_2005_serie_1996_2004","INE EPA tabla historica 01011","Instituto Nacional de Estadistica","https://www.ine.es/dynt3/inebase/index.htm?type=pcaxis&path=/t22/e308/meto_05/pae/px/&file=pcaxis","Total Nacional; ambos sexos; edad total; tasas de paro. Serie historica anterior a 2005."
"1999T2","1999","2","15.40","observado","base_poblacional_2001_metodologia_epa_2005_serie_1996_2004","INE EPA tabla historica 01011","Instituto Nacional de Estadistica","https://www.ine.es/dynt3/inebase/index.htm?type=pcaxis&path=/t22/e308/meto_05/pae/px/&file=pcaxis","Total Nacional; ambos sexos; edad total; tasas de paro. Serie historica anterior a 2005."
"1999T3","1999","3","15.19","observado","base_poblacional_2001_metodologia_epa_2005_serie_1996_2004","INE EPA tabla historica 01011","Instituto Nacional de Estadistica","https://www.ine.es/dynt3/inebase/index.htm?type=pcaxis&path=/t22/e308/meto_05/pae/px/&file=pcaxis","Total Nacional; ambos sexos; edad total; tasas de paro. Serie historica anterior a 2005."
"1999T4","1999","4","15.19","observado","base_poblacional_2001_metodologia_epa_2005_serie_1996_2004","INE EPA tabla historica 01011","Instituto Nacional de Estadistica","https://www.ine.es/dynt3/inebase/index.htm?type=pcaxis&path=/t22/e308/meto_05/pae/px/&file=pcaxis","Total Nacional; ambos sexos; edad total; tasas de paro. Serie historica anterior a 2005."
"2000T1","2000","1","14.79","observado","base_poblacional_2001_metodologia_epa_2005_serie_1996_2004","INE EPA tabla historica 01011","Instituto Nacional de Estadistica","https://www.ine.es/dynt3/inebase/index.htm?type=pcaxis&path=/t22/e308/meto_05/pae/px/&file=pcaxis","Total Nacional; ambos sexos; edad total; tasas de paro. Serie historica anterior a 2005."
"2000T2","2000","2","13.74","observado","base_poblacional_2001_metodologia_epa_2005_serie_1996_2004","INE EPA tabla historica 01011","Instituto Nacional de Estadistica","https://www.ine.es/dynt3/inebase/index.htm?type=pcaxis&path=/t22/e308/meto_05/pae/px/&file=pcaxis","Total Nacional; ambos sexos; edad total; tasas de paro. Serie historica anterior a 2005."
"2000T3","2000","3","13.54","observado","base_poblacional_2001_metodologia_epa_2005_serie_1996_2004","INE EPA tabla historica 01011","Instituto Nacional de Estadistica","https://www.ine.es/dynt3/inebase/index.htm?type=pcaxis&path=/t22/e308/meto_05/pae/px/&file=pcaxis","Total Nacional; ambos sexos; edad total; tasas de paro. Serie historica anterior a 2005."
"2000T4","2000","4","13.42","observado","base_poblacional_2001_metodologia_epa_2005_serie_1996_2004","INE EPA tabla historica 01011","Instituto Nacional de Estadistica","https://www.ine.es/dynt3/inebase/index.htm?type=pcaxis&path=/t22/e308/meto_05/pae/px/&file=pcaxis","Total Nacional; ambos sexos; edad total; tasas de paro. Serie historica anterior a 2005."
"2001T1","2001","1","10.94","observado","base_poblacional_2001_metodologia_epa_2005_serie_1996_2004","INE EPA tabla historica 01011","Instituto Nacional de Estadistica","https://www.ine.es/dynt3/inebase/index.htm?type=pcaxis&path=/t22/e308/meto_05/pae/px/&file=pcaxis","Total Nacional; ambos sexos; edad total; tasas de paro. Serie historica anterior a 2005."
"2001T2","2001","2","10.35","observado","base_poblacional_2001_metodologia_epa_2005_serie_1996_2004","INE EPA tabla historica 01011","Instituto Nacional de Estadistica","https://www.ine.es/dynt3/inebase/index.htm?type=pcaxis&path=/t22/e308/meto_05/pae/px/&file=pcaxis","Total Nacional; ambos sexos; edad total; tasas de paro. Serie historica anterior a 2005."
"2001T3","2001","3","10.29","observado","base_poblacional_2001_metodologia_epa_2005_serie_1996_2004","INE EPA tabla historica 01011","Instituto Nacional de Estadistica","https://www.ine.es/dynt3/inebase/index.htm?type=pcaxis&path=/t22/e308/meto_05/pae/px/&file=pcaxis","Total Nacional; ambos sexos; edad total; tasas de paro. Serie historica anterior a 2005."
"2001T4","2001","4","10.63","observado","base_poblacional_2001_metodologia_epa_2005_serie_1996_2004","INE EPA tabla historica 01011","Instituto Nacional de Estadistica","https://www.ine.es/dynt3/inebase/index.htm?type=pcaxis&path=/t22/e308/meto_05/pae/px/&file=pcaxis","Total Nacional; ambos sexos; edad total; tasas de paro. Serie historica anterior a 2005."
"2002T1","2002","1","11.57","observado","base_poblacional_2001_metodologia_epa_2005_serie_1996_2004","INE EPA tabla historica 01011","Instituto Nacional de Estadistica","https://www.ine.es/dynt3/inebase/index.htm?type=pcaxis&path=/t22/e308/meto_05/pae/px/&file=pcaxis","Total Nacional; ambos sexos; edad total; tasas de paro. Serie historica anterior a 2005."
"2002T2","2002","2","11.20","observado","base_poblacional_2001_metodologia_epa_2005_serie_1996_2004","INE EPA tabla historica 01011","Instituto Nacional de Estadistica","https://www.ine.es/dynt3/inebase/index.htm?type=pcaxis&path=/t22/e308/meto_05/pae/px/&file=pcaxis","Total Nacional; ambos sexos; edad total; tasas de paro. Serie historica anterior a 2005."
"2002T3","2002","3","11.51","observado","base_poblacional_2001_metodologia_epa_2005_serie_1996_2004","INE EPA tabla historica 01011","Instituto Nacional de Estadistica","https://www.ine.es/dynt3/inebase/index.htm?type=pcaxis&path=/t22/e308/meto_05/pae/px/&file=pcaxis","Total Nacional; ambos sexos; edad total; tasas de paro. Serie historica anterior a 2005."
"2002T4","2002","4","11.62","observado","base_poblacional_2001_metodologia_epa_2005_serie_1996_2004","INE EPA tabla historica 01011","Instituto Nacional de Estadistica","https://www.ine.es/dynt3/inebase/index.htm?type=pcaxis&path=/t22/e308/meto_05/pae/px/&file=pcaxis","Total Nacional; ambos sexos; edad total; tasas de paro. Serie historica anterior a 2005."
"2003T1","2003","1","11.96","observado","base_poblacional_2001_metodologia_epa_2005_serie_1996_2004","INE EPA tabla historica 01011","Instituto Nacional de Estadistica","https://www.ine.es/dynt3/inebase/index.htm?type=pcaxis&path=/t22/e308/meto_05/pae/px/&file=pcaxis","Total Nacional; ambos sexos; edad total; tasas de paro. Serie historica anterior a 2005."
"2003T2","2003","2","11.28","observado","base_poblacional_2001_metodologia_epa_2005_serie_1996_2004","INE EPA tabla historica 01011","Instituto Nacional de Estadistica","https://www.ine.es/dynt3/inebase/index.htm?type=pcaxis&path=/t22/e308/meto_05/pae/px/&file=pcaxis","Total Nacional; ambos sexos; edad total; tasas de paro. Serie historica anterior a 2005."
"2003T3","2003","3","11.31","observado","base_poblacional_2001_metodologia_epa_2005_serie_1996_2004","INE EPA tabla historica 01011","Instituto Nacional de Estadistica","https://www.ine.es/dynt3/inebase/index.htm?type=pcaxis&path=/t22/e308/meto_05/pae/px/&file=pcaxis","Total Nacional; ambos sexos; edad total; tasas de paro. Serie historica anterior a 2005."
"2003T4","2003","4","11.37","observado","base_poblacional_2001_metodologia_epa_2005_serie_1996_2004","INE EPA tabla historica 01011","Instituto Nacional de Estadistica","https://www.ine.es/dynt3/inebase/index.htm?type=pcaxis&path=/t22/e308/meto_05/pae/px/&file=pcaxis","Total Nacional; ambos sexos; edad total; tasas de paro. Serie historica anterior a 2005."
"2004T1","2004","1","11.50","observado","base_poblacional_2001_metodologia_epa_2005_serie_1996_2004","INE EPA tabla historica 01011","Instituto Nacional de Estadistica","https://www.ine.es/dynt3/inebase/index.htm?type=pcaxis&path=/t22/e308/meto_05/pae/px/&file=pcaxis","Total Nacional; ambos sexos; edad total; tasas de paro. Serie historica anterior a 2005."
"2004T2","2004","2","11.08","observado","base_poblacional_2001_metodologia_epa_2005_serie_1996_2004","INE EPA tabla historica 01011","Instituto Nacional de Estadistica","https://www.ine.es/dynt3/inebase/index.htm?type=pcaxis&path=/t22/e308/meto_05/pae/px/&file=pcaxis","Total Nacional; ambos sexos; edad total; tasas de paro. Serie historica anterior a 2005."
"2004T3","2004","3","10.74","observado","base_poblacional_2001_metodologia_epa_2005_serie_1996_2004","INE EPA tabla historica 01011","Instituto Nacional de Estadistica","https://www.ine.es/dynt3/inebase/index.htm?type=pcaxis&path=/t22/e308/meto_05/pae/px/&file=pcaxis","Total Nacional; ambos sexos; edad total; tasas de paro. Serie historica anterior a 2005."
"2004T4","2004","4","10.56","observado","base_poblacional_2001_metodologia_epa_2005_serie_1996_2004","INE EPA tabla historica 01011","Instituto Nacional de Estadistica","https://www.ine.es/dynt3/inebase/index.htm?type=pcaxis&path=/t22/e308/meto_05/pae/px/&file=pcaxis","Total Nacional; ambos sexos; edad total; tasas de paro. Serie historica anterior a 2005."
"2005T1","2005","1","10.17","observado","serie_trimestral_actual_consul_EPA423474_desde_2005","INE EPA CONSUL EPA423474","Instituto Nacional de Estadistica","https://ine.es/consul/serie.do?d=true&s=EPA423474","Total Nacional; ambos sexos; edad total; tasas."
"2005T2","2005","2","9.32","observado","serie_trimestral_actual_consul_EPA423474_desde_2005","INE EPA CONSUL EPA423474","Instituto Nacional de Estadistica","https://ine.es/consul/serie.do?d=true&s=EPA423474","Total Nacional; ambos sexos; edad total; tasas."
"2005T3","2005","3","8.41","observado","serie_trimestral_actual_consul_EPA423474_desde_2005","INE EPA CONSUL EPA423474","Instituto Nacional de Estadistica","https://ine.es/consul/serie.do?d=true&s=EPA423474","Total Nacional; ambos sexos; edad total; tasas."
"2005T4","2005","4","8.71","observado","serie_trimestral_actual_consul_EPA423474_desde_2005","INE EPA CONSUL EPA423474","Instituto Nacional de Estadistica","https://ine.es/consul/serie.do?d=true&s=EPA423474","Total Nacional; ambos sexos; edad total; tasas."
"2006T1","2006","1","9.03","observado","serie_trimestral_actual_consul_EPA423474_desde_2005","INE EPA CONSUL EPA423474","Instituto Nacional de Estadistica","https://ine.es/consul/serie.do?d=true&s=EPA423474","Total Nacional; ambos sexos; edad total; tasas."
"2006T2","2006","2","8.44","observado","serie_trimestral_actual_consul_EPA423474_desde_2005","INE EPA CONSUL EPA423474","Instituto Nacional de Estadistica","https://ine.es/consul/serie.do?d=true&s=EPA423474","Total Nacional; ambos sexos; edad total; tasas."
"2006T3","2006","3","8.08","observado","serie_trimestral_actual_consul_EPA423474_desde_2005","INE EPA CONSUL EPA423474","Instituto Nacional de Estadistica","https://ine.es/consul/serie.do?d=true&s=EPA423474","Total Nacional; ambos sexos; edad total; tasas."
"2006T4","2006","4","8.26","observado","serie_trimestral_actual_consul_EPA423474_desde_2005","INE EPA CONSUL EPA423474","Instituto Nacional de Estadistica","https://ine.es/consul/serie.do?d=true&s=EPA423474","Total Nacional; ambos sexos; edad total; tasas."
"2007T1","2007","1","8.42","observado","serie_trimestral_actual_consul_EPA423474_desde_2005","INE EPA CONSUL EPA423474","Instituto Nacional de Estadistica","https://ine.es/consul/serie.do?d=true&s=EPA423474","Total Nacional; ambos sexos; edad total; tasas."
"2007T2","2007","2","7.93","observado","serie_trimestral_actual_consul_EPA423474_desde_2005","INE EPA CONSUL EPA423474","Instituto Nacional de Estadistica","https://ine.es/consul/serie.do?d=true&s=EPA423474","Total Nacional; ambos sexos; edad total; tasas."
"2007T3","2007","3","8.01","observado","serie_trimestral_actual_consul_EPA423474_desde_2005","INE EPA CONSUL EPA423474","Instituto Nacional de Estadistica","https://ine.es/consul/serie.do?d=true&s=EPA423474","Total Nacional; ambos sexos; edad total; tasas."
"2007T4","2007","4","8.57","observado","serie_trimestral_actual_consul_EPA423474_desde_2005","INE EPA CONSUL EPA423474","Instituto Nacional de Estadistica","https://ine.es/consul/serie.do?d=true&s=EPA423474","Total Nacional; ambos sexos; edad total; tasas."
"2008T1","2008","1","9.60","observado","serie_trimestral_actual_consul_EPA423474_desde_2005","INE EPA CONSUL EPA423474","Instituto Nacional de Estadistica","https://ine.es/consul/serie.do?d=true&s=EPA423474","Total Nacional; ambos sexos; edad total; tasas."
"2008T2","2008","2","10.36","observado","serie_trimestral_actual_consul_EPA423474_desde_2005","INE EPA CONSUL EPA423474","Instituto Nacional de Estadistica","https://ine.es/consul/serie.do?d=true&s=EPA423474","Total Nacional; ambos sexos; edad total; tasas."
"2008T3","2008","3","11.23","observado","serie_trimestral_actual_consul_EPA423474_desde_2005","INE EPA CONSUL EPA423474","Instituto Nacional de Estadistica","https://ine.es/consul/serie.do?d=true&s=EPA423474","Total Nacional; ambos sexos; edad total; tasas."
"2008T4","2008","4","13.79","observado","serie_trimestral_actual_consul_EPA423474_desde_2005","INE EPA CONSUL EPA423474","Instituto Nacional de Estadistica","https://ine.es/consul/serie.do?d=true&s=EPA423474","Total Nacional; ambos sexos; edad total; tasas."
"2009T1","2009","1","17.24","observado","serie_trimestral_actual_consul_EPA423474_desde_2005","INE EPA CONSUL EPA423474","Instituto Nacional de Estadistica","https://ine.es/consul/serie.do?d=true&s=EPA423474","Total Nacional; ambos sexos; edad total; tasas."
"2009T2","2009","2","17.77","observado","serie_trimestral_actual_consul_EPA423474_desde_2005","INE EPA CONSUL EPA423474","Instituto Nacional de Estadistica","https://ine.es/consul/serie.do?d=true&s=EPA423474","Total Nacional; ambos sexos; edad total; tasas."
"2009T3","2009","3","17.75","observado","serie_trimestral_actual_consul_EPA423474_desde_2005","INE EPA CONSUL EPA423474","Instituto Nacional de Estadistica","https://ine.es/consul/serie.do?d=true&s=EPA423474","Total Nacional; ambos sexos; edad total; tasas."
"2009T4","2009","4","18.66","observado","serie_trimestral_actual_consul_EPA423474_desde_2005","INE EPA CONSUL EPA423474","Instituto Nacional de Estadistica","https://ine.es/consul/serie.do?d=true&s=EPA423474","Total Nacional; ambos sexos; edad total; tasas."
"2010T1","2010","1","19.84","observado","serie_trimestral_actual_consul_EPA423474_desde_2005","INE EPA CONSUL EPA423474","Instituto Nacional de Estadistica","https://ine.es/consul/serie.do?d=true&s=EPA423474","Total Nacional; ambos sexos; edad total; tasas."
"2010T2","2010","2","19.89","observado","serie_trimestral_actual_consul_EPA423474_desde_2005","INE EPA CONSUL EPA423474","Instituto Nacional de Estadistica","https://ine.es/consul/serie.do?d=true&s=EPA423474","Total Nacional; ambos sexos; edad total; tasas."
"2010T3","2010","3","19.59","observado","serie_trimestral_actual_consul_EPA423474_desde_2005","INE EPA CONSUL EPA423474","Instituto Nacional de Estadistica","https://ine.es/consul/serie.do?d=true&s=EPA423474","Total Nacional; ambos sexos; edad total; tasas."
"2010T4","2010","4","20.11","observado","serie_trimestral_actual_consul_EPA423474_desde_2005","INE EPA CONSUL EPA423474","Instituto Nacional de Estadistica","https://ine.es/consul/serie.do?d=true&s=EPA423474","Total Nacional; ambos sexos; edad total; tasas."
"2011T1","2011","1","21.08","observado","serie_trimestral_actual_consul_EPA423474_desde_2005","INE EPA CONSUL EPA423474","Instituto Nacional de Estadistica","https://ine.es/consul/serie.do?d=true&s=EPA423474","Total Nacional; ambos sexos; edad total; tasas."
"2011T2","2011","2","20.64","observado","serie_trimestral_actual_consul_EPA423474_desde_2005","INE EPA CONSUL EPA423474","Instituto Nacional de Estadistica","https://ine.es/consul/serie.do?d=true&s=EPA423474","Total Nacional; ambos sexos; edad total; tasas."
"2011T3","2011","3","21.28","observado","serie_trimestral_actual_consul_EPA423474_desde_2005","INE EPA CONSUL EPA423474","Instituto Nacional de Estadistica","https://ine.es/consul/serie.do?d=true&s=EPA423474","Total Nacional; ambos sexos; edad total; tasas."
"2011T4","2011","4","22.56","observado","serie_trimestral_actual_consul_EPA423474_desde_2005","INE EPA CONSUL EPA423474","Instituto Nacional de Estadistica","https://ine.es/consul/serie.do?d=true&s=EPA423474","Total Nacional; ambos sexos; edad total; tasas."
"2012T1","2012","1","24.19","observado","serie_trimestral_actual_consul_EPA423474_desde_2005","INE EPA CONSUL EPA423474","Instituto Nacional de Estadistica","https://ine.es/consul/serie.do?d=true&s=EPA423474","Total Nacional; ambos sexos; edad total; tasas."
"2012T2","2012","2","24.40","observado","serie_trimestral_actual_consul_EPA423474_desde_2005","INE EPA CONSUL EPA423474","Instituto Nacional de Estadistica","https://ine.es/consul/serie.do?d=true&s=EPA423474","Total Nacional; ambos sexos; edad total; tasas."
"2012T3","2012","3","24.79","observado","serie_trimestral_actual_consul_EPA423474_desde_2005","INE EPA CONSUL EPA423474","Instituto Nacional de Estadistica","https://ine.es/consul/serie.do?d=true&s=EPA423474","Total Nacional; ambos sexos; edad total; tasas."
"2012T4","2012","4","25.77","observado","serie_trimestral_actual_consul_EPA423474_desde_2005","INE EPA CONSUL EPA423474","Instituto Nacional de Estadistica","https://ine.es/consul/serie.do?d=true&s=EPA423474","Total Nacional; ambos sexos; edad total; tasas."
"2013T1","2013","1","26.94","observado","serie_trimestral_actual_consul_EPA423474_desde_2005","INE EPA CONSUL EPA423474","Instituto Nacional de Estadistica","https://ine.es/consul/serie.do?d=true&s=EPA423474","Total Nacional; ambos sexos; edad total; tasas."
"2013T2","2013","2","26.06","observado","serie_trimestral_actual_consul_EPA423474_desde_2005","INE EPA CONSUL EPA423474","Instituto Nacional de Estadistica","https://ine.es/consul/serie.do?d=true&s=EPA423474","Total Nacional; ambos sexos; edad total; tasas."
"2013T3","2013","3","25.65","observado","serie_trimestral_actual_consul_EPA423474_desde_2005","INE EPA CONSUL EPA423474","Instituto Nacional de Estadistica","https://ine.es/consul/serie.do?d=true&s=EPA423474","Total Nacional; ambos sexos; edad total; tasas."
"2013T4","2013","4","25.73","observado","serie_trimestral_actual_consul_EPA423474_desde_2005","INE EPA CONSUL EPA423474","Instituto Nacional de Estadistica","https://ine.es/consul/serie.do?d=true&s=EPA423474","Total Nacional; ambos sexos; edad total; tasas."
"2014T1","2014","1","25.93","observado","serie_trimestral_actual_consul_EPA423474_desde_2005","INE EPA CONSUL EPA423474","Instituto Nacional de Estadistica","https://ine.es/consul/serie.do?d=true&s=EPA423474","Total Nacional; ambos sexos; edad total; tasas."
"2014T2","2014","2","24.47","observado","serie_trimestral_actual_consul_EPA423474_desde_2005","INE EPA CONSUL EPA423474","Instituto Nacional de Estadistica","https://ine.es/consul/serie.do?d=true&s=EPA423474","Total Nacional; ambos sexos; edad total; tasas."
"2014T3","2014","3","23.67","observado","serie_trimestral_actual_consul_EPA423474_desde_2005","INE EPA CONSUL EPA423474","Instituto Nacional de Estadistica","https://ine.es/consul/serie.do?d=true&s=EPA423474","Total Nacional; ambos sexos; edad total; tasas."
"2014T4","2014","4","23.70","observado","serie_trimestral_actual_consul_EPA423474_desde_2005","INE EPA CONSUL EPA423474","Instituto Nacional de Estadistica","https://ine.es/consul/serie.do?d=true&s=EPA423474","Total Nacional; ambos sexos; edad total; tasas."
"2015T1","2015","1","23.78","observado","serie_trimestral_actual_consul_EPA423474_desde_2005","INE EPA CONSUL EPA423474","Instituto Nacional de Estadistica","https://ine.es/consul/serie.do?d=true&s=EPA423474","Total Nacional; ambos sexos; edad total; tasas."
"2015T2","2015","2","22.37","observado","serie_trimestral_actual_consul_EPA423474_desde_2005","INE EPA CONSUL EPA423474","Instituto Nacional de Estadistica","https://ine.es/consul/serie.do?d=true&s=EPA423474","Total Nacional; ambos sexos; edad total; tasas."
"2015T3","2015","3","21.18","observado","serie_trimestral_actual_consul_EPA423474_desde_2005","INE EPA CONSUL EPA423474","Instituto Nacional de Estadistica","https://ine.es/consul/serie.do?d=true&s=EPA423474","Total Nacional; ambos sexos; edad total; tasas."
"2015T4","2015","4","20.90","observado","serie_trimestral_actual_consul_EPA423474_desde_2005","INE EPA CONSUL EPA423474","Instituto Nacional de Estadistica","https://ine.es/consul/serie.do?d=true&s=EPA423474","Total Nacional; ambos sexos; edad total; tasas."
"2016T1","2016","1","21.00","observado","serie_trimestral_actual_consul_EPA423474_desde_2005","INE EPA CONSUL EPA423474","Instituto Nacional de Estadistica","https://ine.es/consul/serie.do?d=true&s=EPA423474","Total Nacional; ambos sexos; edad total; tasas."
"2016T2","2016","2","20.00","observado","serie_trimestral_actual_consul_EPA423474_desde_2005","INE EPA CONSUL EPA423474","Instituto Nacional de Estadistica","https://ine.es/consul/serie.do?d=true&s=EPA423474","Total Nacional; ambos sexos; edad total; tasas."
"2016T3","2016","3","18.91","observado","serie_trimestral_actual_consul_EPA423474_desde_2005","INE EPA CONSUL EPA423474","Instituto Nacional de Estadistica","https://ine.es/consul/serie.do?d=true&s=EPA423474","Total Nacional; ambos sexos; edad total; tasas."
"2016T4","2016","4","18.63","observado","serie_trimestral_actual_consul_EPA423474_desde_2005","INE EPA CONSUL EPA423474","Instituto Nacional de Estadistica","https://ine.es/consul/serie.do?d=true&s=EPA423474","Total Nacional; ambos sexos; edad total; tasas."
"2017T1","2017","1","18.75","observado","serie_trimestral_actual_consul_EPA423474_desde_2005","INE EPA CONSUL EPA423474","Instituto Nacional de Estadistica","https://ine.es/consul/serie.do?d=true&s=EPA423474","Total Nacional; ambos sexos; edad total; tasas."
"2017T2","2017","2","17.22","observado","serie_trimestral_actual_consul_EPA423474_desde_2005","INE EPA CONSUL EPA423474","Instituto Nacional de Estadistica","https://ine.es/consul/serie.do?d=true&s=EPA423474","Total Nacional; ambos sexos; edad total; tasas."
"2017T3","2017","3","16.38","observado","serie_trimestral_actual_consul_EPA423474_desde_2005","INE EPA CONSUL EPA423474","Instituto Nacional de Estadistica","https://ine.es/consul/serie.do?d=true&s=EPA423474","Total Nacional; ambos sexos; edad total; tasas."
"2017T4","2017","4","16.55","observado","serie_trimestral_actual_consul_EPA423474_desde_2005","INE EPA CONSUL EPA423474","Instituto Nacional de Estadistica","https://ine.es/consul/serie.do?d=true&s=EPA423474","Total Nacional; ambos sexos; edad total; tasas."
