"anio","ambito_geografico","indicador","estado_dato","tipo_dato_ine","fuente","url_api","nacionalidad","orden_nacimiento","edad_media_maternidad_anios"
"2041","Total Nacional","Edad media a la maternidad","proyectado","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36656","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/36656?tip=AM",,"Todos","32.29597"
"2042","Total Nacional","Edad media a la maternidad","proyectado","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36656","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/36656?tip=AM",,"Todos","32.290305"
"2043","Total Nacional","Edad media a la maternidad","proyectado","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36656","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/36656?tip=AM",,"Todos","32.285364"
"2044","Total Nacional","Edad media a la maternidad","proyectado","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36656","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/36656?tip=AM",,"Todos","32.281286"
"2045","Total Nacional","Edad media a la maternidad","proyectado","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36656","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/36656?tip=AM",,"Todos","32.278098"
"2046","Total Nacional","Edad media a la maternidad","proyectado","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36656","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/36656?tip=AM",,"Todos","32.276415"
"2047","Total Nacional","Edad media a la maternidad","proyectado","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36656","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/36656?tip=AM",,"Todos","32.276525"
"2048","Total Nacional","Edad media a la maternidad","proyectado","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36656","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/36656?tip=AM",,"Todos","32.278261"
"2049","Total Nacional","Edad media a la maternidad","proyectado","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36656","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/36656?tip=AM",,"Todos","32.281416"
"2050","Total Nacional","Edad media a la maternidad","proyectado","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36656","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/36656?tip=AM",,"Todos","32.285839"
"2051","Total Nacional","Edad media a la maternidad","proyectado","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36656","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/36656?tip=AM",,"Todos","32.291101"
"2052","Total Nacional","Edad media a la maternidad","proyectado","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36656","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/36656?tip=AM",,"Todos","32.296475"
"2053","Total Nacional","Edad media a la maternidad","proyectado","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36656","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/36656?tip=AM",,"Todos","32.301428"
"2054","Total Nacional","Edad media a la maternidad","proyectado","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36656","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/36656?tip=AM",,"Todos","32.305739"
"2055","Total Nacional","Edad media a la maternidad","proyectado","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36656","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/36656?tip=AM",,"Todos","32.309237"
"2056","Total Nacional","Edad media a la maternidad","proyectado","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36656","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/36656?tip=AM",,"Todos","32.311989"
"2057","Total Nacional","Edad media a la maternidad","proyectado","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36656","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/36656?tip=AM",,"Todos","32.314423"
"2058","Total Nacional","Edad media a la maternidad","proyectado","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36656","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/36656?tip=AM",,"Todos","32.316883"
"2059","Total Nacional","Edad media a la maternidad","proyectado","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36656","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/36656?tip=AM",,"Todos","32.319593"
"2060","Total Nacional","Edad media a la maternidad","proyectado","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36656","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/36656?tip=AM",,"Todos","32.322675"
"2061","Total Nacional","Edad media a la maternidad","proyectado","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36656","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/36656?tip=AM",,"Todos","32.325983"
"2062","Total Nacional","Edad media a la maternidad","proyectado","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36656","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/36656?tip=AM",,"Todos","32.329114"
"2063","Total Nacional","Edad media a la maternidad","proyectado","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36656","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/36656?tip=AM",,"Todos","32.331646"
"2064","Total Nacional","Edad media a la maternidad","proyectado","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36656","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/36656?tip=AM",,"Todos","32.3334"
"2065","Total Nacional","Edad media a la maternidad","proyectado","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36656","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/36656?tip=AM",,"Todos","32.334308"
"2066","Total Nacional","Edad media a la maternidad","proyectado","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36656","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/36656?tip=AM",,"Todos","32.334192"
"2067","Total Nacional","Edad media a la maternidad","proyectado","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36656","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/36656?tip=AM",,"Todos","32.332959"
"2068","Total Nacional","Edad media a la maternidad","proyectado","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36656","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/36656?tip=AM",,"Todos","32.330727"
"2069","Total Nacional","Edad media a la maternidad","proyectado","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36656","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/36656?tip=AM",,"Todos","32.327653"
"2070","Total Nacional","Edad media a la maternidad","proyectado","Definitivo","INE - Proyecciones de Poblacion 2024-2074, tabla API 36656","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/36656?tip=AM",,"Todos","32.323951"
