"ano","ambito","territorio","sexo","nacionalidad","salario_medio_bruto_eur_anuales","valor_original_ine","unidad","estado_dato","tipo_dato_ine","nota_muestral","fuente","url"
"2023","ccaa_nacionalidad","Galicia","Ambos sexos","Española","25515.68","25515.68","euros anuales por trabajador","observado","Definitivo","","INE, Encuesta Anual de Estructura Salarial, tabla 28202","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/28202?tip=AM"
"2023","ccaa_nacionalidad","Galicia","Hombres","Española","27855.7","27855.7","euros anuales por trabajador","observado","Definitivo","","INE, Encuesta Anual de Estructura Salarial, tabla 28202","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/28202?tip=AM"
"2023","ccaa_nacionalidad","Galicia","Mujeres","Española","23313.73","23313.73","euros anuales por trabajador","observado","Definitivo","","INE, Encuesta Anual de Estructura Salarial, tabla 28202","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/28202?tip=AM"
"2023","ccaa_nacionalidad","Galicia","Ambos sexos","Extranjera","18603.41","-18603.41","euros anuales por trabajador","observado","Definitivo","observaciones_100_500_cifra_gran_variabilidad","INE, Encuesta Anual de Estructura Salarial, tabla 28202","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/28202?tip=AM"
"2023","ccaa_nacionalidad","Galicia","Hombres","Extranjera","19855.69","-19855.69","euros anuales por trabajador","observado","Definitivo","observaciones_100_500_cifra_gran_variabilidad","INE, Encuesta Anual de Estructura Salarial, tabla 28202","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/28202?tip=AM"
"2023","ccaa_nacionalidad","Galicia","Mujeres","Extranjera","16008.16","-16008.16","euros anuales por trabajador","observado","Definitivo","observaciones_100_500_cifra_gran_variabilidad","INE, Encuesta Anual de Estructura Salarial, tabla 28202","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/28202?tip=AM"
"2023","ccaa_nacionalidad","Galicia","Ambos sexos","Total","25279.15","25279.15","euros anuales por trabajador","observado","Definitivo","","INE, Encuesta Anual de Estructura Salarial, tabla 28202","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/28202?tip=AM"
"2023","ccaa_nacionalidad","Galicia","Hombres","Total","27479.85","27479.85","euros anuales por trabajador","observado","Definitivo","","INE, Encuesta Anual de Estructura Salarial, tabla 28202","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/28202?tip=AM"
"2023","ccaa_nacionalidad","Galicia","Mujeres","Total","23153.78","23153.78","euros anuales por trabajador","observado","Definitivo","","INE, Encuesta Anual de Estructura Salarial, tabla 28202","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/28202?tip=AM"
"2023","ccaa_nacionalidad","Madrid, Comunidad de","Ambos sexos","Española","33336.38","33336.38","euros anuales por trabajador","observado","Definitivo","","INE, Encuesta Anual de Estructura Salarial, tabla 28202","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/28202?tip=AM"
"2023","ccaa_nacionalidad","Madrid, Comunidad de","Hombres","Española","36512.11","36512.11","euros anuales por trabajador","observado","Definitivo","","INE, Encuesta Anual de Estructura Salarial, tabla 28202","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/28202?tip=AM"
"2023","ccaa_nacionalidad","Madrid, Comunidad de","Mujeres","Española","30103.18","30103.18","euros anuales por trabajador","observado","Definitivo","","INE, Encuesta Anual de Estructura Salarial, tabla 28202","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/28202?tip=AM"
"2023","ccaa_nacionalidad","Madrid, Comunidad de","Ambos sexos","Extranjera","23542.3","23542.3","euros anuales por trabajador","observado","Definitivo","","INE, Encuesta Anual de Estructura Salarial, tabla 28202","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/28202?tip=AM"
"2023","ccaa_nacionalidad","Madrid, Comunidad de","Hombres","Extranjera","24986.96","24986.96","euros anuales por trabajador","observado","Definitivo","","INE, Encuesta Anual de Estructura Salarial, tabla 28202","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/28202?tip=AM"
"2023","ccaa_nacionalidad","Madrid, Comunidad de","Mujeres","Extranjera","21638.67","21638.67","euros anuales por trabajador","observado","Definitivo","","INE, Encuesta Anual de Estructura Salarial, tabla 28202","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/28202?tip=AM"
"2023","ccaa_nacionalidad","Madrid, Comunidad de","Ambos sexos","Total","32219.6","32219.6","euros anuales por trabajador","observado","Definitivo","","INE, Encuesta Anual de Estructura Salarial, tabla 28202","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/28202?tip=AM"
"2023","ccaa_nacionalidad","Madrid, Comunidad de","Hombres","Total","35052.21","35052.21","euros anuales por trabajador","observado","Definitivo","","INE, Encuesta Anual de Estructura Salarial, tabla 28202","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/28202?tip=AM"
"2023","ccaa_nacionalidad","Madrid, Comunidad de","Mujeres","Total","29250.2","29250.2","euros anuales por trabajador","observado","Definitivo","","INE, Encuesta Anual de Estructura Salarial, tabla 28202","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/28202?tip=AM"
"2023","ccaa_nacionalidad","Murcia, Región de","Ambos sexos","Española","25812.04","25812.04","euros anuales por trabajador","observado","Definitivo","","INE, Encuesta Anual de Estructura Salarial, tabla 28202","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/28202?tip=AM"
"2023","ccaa_nacionalidad","Murcia, Región de","Hombres","Española","28341.12","28341.12","euros anuales por trabajador","observado","Definitivo","","INE, Encuesta Anual de Estructura Salarial, tabla 28202","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/28202?tip=AM"
"2023","ccaa_nacionalidad","Murcia, Región de","Mujeres","Española","22919.88","22919.88","euros anuales por trabajador","observado","Definitivo","","INE, Encuesta Anual de Estructura Salarial, tabla 28202","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/28202?tip=AM"
"2023","ccaa_nacionalidad","Murcia, Región de","Ambos sexos","Extranjera","18396.58","18396.58","euros anuales por trabajador","observado","Definitivo","","INE, Encuesta Anual de Estructura Salarial, tabla 28202","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/28202?tip=AM"
"2023","ccaa_nacionalidad","Murcia, Región de","Hombres","Extranjera","20577.2","-20577.2","euros anuales por trabajador","observado","Definitivo","observaciones_100_500_cifra_gran_variabilidad","INE, Encuesta Anual de Estructura Salarial, tabla 28202","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/28202?tip=AM"
"2023","ccaa_nacionalidad","Murcia, Región de","Mujeres","Extranjera","15438.59","-15438.59","euros anuales por trabajador","observado","Definitivo","observaciones_100_500_cifra_gran_variabilidad","INE, Encuesta Anual de Estructura Salarial, tabla 28202","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/28202?tip=AM"
"2023","ccaa_nacionalidad","Murcia, Región de","Ambos sexos","Total","25329.87","25329.87","euros anuales por trabajador","observado","Definitivo","","INE, Encuesta Anual de Estructura Salarial, tabla 28202","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/28202?tip=AM"
"2023","ccaa_nacionalidad","Murcia, Región de","Hombres","Total","27799.19","27799.19","euros anuales por trabajador","observado","Definitivo","","INE, Encuesta Anual de Estructura Salarial, tabla 28202","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/28202?tip=AM"
"2023","ccaa_nacionalidad","Murcia, Región de","Mujeres","Total","22474.77","22474.77","euros anuales por trabajador","observado","Definitivo","","INE, Encuesta Anual de Estructura Salarial, tabla 28202","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/28202?tip=AM"
"2023","ccaa_nacionalidad","Navarra, Comunidad Foral de","Ambos sexos","Española","31907.7","31907.7","euros anuales por trabajador","observado","Definitivo","","INE, Encuesta Anual de Estructura Salarial, tabla 28202","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/28202?tip=AM"
"2023","ccaa_nacionalidad","Navarra, Comunidad Foral de","Hombres","Española","35361.77","35361.77","euros anuales por trabajador","observado","Definitivo","","INE, Encuesta Anual de Estructura Salarial, tabla 28202","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/28202?tip=AM"
"2023","ccaa_nacionalidad","Navarra, Comunidad Foral de","Mujeres","Española","28198.61","28198.61","euros anuales por trabajador","observado","Definitivo","","INE, Encuesta Anual de Estructura Salarial, tabla 28202","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/28202?tip=AM"
"2023","ccaa_nacionalidad","Navarra, Comunidad Foral de","Ambos sexos","Extranjera","23152.5","23152.5","euros anuales por trabajador","observado","Definitivo","","INE, Encuesta Anual de Estructura Salarial, tabla 28202","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/28202?tip=AM"
"2023","ccaa_nacionalidad","Navarra, Comunidad Foral de","Hombres","Extranjera","26984.34","-26984.34","euros anuales por trabajador","observado","Definitivo","observaciones_100_500_cifra_gran_variabilidad","INE, Encuesta Anual de Estructura Salarial, tabla 28202","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/28202?tip=AM"
"2023","ccaa_nacionalidad","Navarra, Comunidad Foral de","Mujeres","Extranjera","18093.45","-18093.45","euros anuales por trabajador","observado","Definitivo","observaciones_100_500_cifra_gran_variabilidad","INE, Encuesta Anual de Estructura Salarial, tabla 28202","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/28202?tip=AM"
"2023","ccaa_nacionalidad","Navarra, Comunidad Foral de","Ambos sexos","Total","31199.66","31199.66","euros anuales por trabajador","observado","Definitivo","","INE, Encuesta Anual de Estructura Salarial, tabla 28202","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/28202?tip=AM"
"2023","ccaa_nacionalidad","Navarra, Comunidad Foral de","Hombres","Total","34623.18","34623.18","euros anuales por trabajador","observado","Definitivo","","INE, Encuesta Anual de Estructura Salarial, tabla 28202","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/28202?tip=AM"
"2023","ccaa_nacionalidad","Navarra, Comunidad Foral de","Mujeres","Total","27461.86","27461.86","euros anuales por trabajador","observado","Definitivo","","INE, Encuesta Anual de Estructura Salarial, tabla 28202","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/28202?tip=AM"
"2023","ccaa_nacionalidad","País Vasco","Ambos sexos","Española","34411.02","34411.02","euros anuales por trabajador","observado","Definitivo","","INE, Encuesta Anual de Estructura Salarial, tabla 28202","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/28202?tip=AM"
"2023","ccaa_nacionalidad","País Vasco","Hombres","Española","36678.04","36678.04","euros anuales por trabajador","observado","Definitivo","","INE, Encuesta Anual de Estructura Salarial, tabla 28202","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/28202?tip=AM"
"2023","ccaa_nacionalidad","País Vasco","Mujeres","Española","31807.03","31807.03","euros anuales por trabajador","observado","Definitivo","","INE, Encuesta Anual de Estructura Salarial, tabla 28202","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/28202?tip=AM"
"2023","ccaa_nacionalidad","País Vasco","Ambos sexos","Extranjera","21719.49","21719.49","euros anuales por trabajador","observado","Definitivo","","INE, Encuesta Anual de Estructura Salarial, tabla 28202","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/28202?tip=AM"
"2023","ccaa_nacionalidad","País Vasco","Hombres","Extranjera","23495.77","-23495.77","euros anuales por trabajador","observado","Definitivo","observaciones_100_500_cifra_gran_variabilidad","INE, Encuesta Anual de Estructura Salarial, tabla 28202","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/28202?tip=AM"
"2023","ccaa_nacionalidad","País Vasco","Mujeres","Extranjera","18833.64","-18833.64","euros anuales por trabajador","observado","Definitivo","observaciones_100_500_cifra_gran_variabilidad","INE, Encuesta Anual de Estructura Salarial, tabla 28202","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/28202?tip=AM"
"2023","ccaa_nacionalidad","País Vasco","Ambos sexos","Total","33504.92","33504.92","euros anuales por trabajador","observado","Definitivo","","INE, Encuesta Anual de Estructura Salarial, tabla 28202","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/28202?tip=AM"
"2023","ccaa_nacionalidad","País Vasco","Hombres","Total","35600.45","35600.45","euros anuales por trabajador","observado","Definitivo","","INE, Encuesta Anual de Estructura Salarial, tabla 28202","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/28202?tip=AM"
"2023","ccaa_nacionalidad","País Vasco","Mujeres","Total","31038.84","31038.84","euros anuales por trabajador","observado","Definitivo","","INE, Encuesta Anual de Estructura Salarial, tabla 28202","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/28202?tip=AM"
"2023","ccaa_nacionalidad","Rioja, La","Ambos sexos","Española","27282.91","27282.91","euros anuales por trabajador","observado","Definitivo","","INE, Encuesta Anual de Estructura Salarial, tabla 28202","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/28202?tip=AM"
"2023","ccaa_nacionalidad","Rioja, La","Hombres","Española","29616.69","29616.69","euros anuales por trabajador","observado","Definitivo","","INE, Encuesta Anual de Estructura Salarial, tabla 28202","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/28202?tip=AM"
"2023","ccaa_nacionalidad","Rioja, La","Mujeres","Española","25192.67","25192.67","euros anuales por trabajador","observado","Definitivo","","INE, Encuesta Anual de Estructura Salarial, tabla 28202","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/28202?tip=AM"
"2023","ccaa_nacionalidad","Rioja, La","Ambos sexos","Extranjera","18830.32","18830.32","euros anuales por trabajador","observado","Definitivo","","INE, Encuesta Anual de Estructura Salarial, tabla 28202","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/28202?tip=AM"
"2023","ccaa_nacionalidad","Rioja, La","Hombres","Extranjera","20976.94","-20976.94","euros anuales por trabajador","observado","Definitivo","observaciones_100_500_cifra_gran_variabilidad","INE, Encuesta Anual de Estructura Salarial, tabla 28202","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/28202?tip=AM"
"2023","ccaa_nacionalidad","Rioja, La","Mujeres","Extranjera","16153.03","-16153.03","euros anuales por trabajador","observado","Definitivo","observaciones_100_500_cifra_gran_variabilidad","INE, Encuesta Anual de Estructura Salarial, tabla 28202","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/28202?tip=AM"
"2023","ccaa_nacionalidad","Rioja, La","Ambos sexos","Total","26319.06","26319.06","euros anuales por trabajador","observado","Definitivo","","INE, Encuesta Anual de Estructura Salarial, tabla 28202","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/28202?tip=AM"
"2023","ccaa_nacionalidad","Rioja, La","Hombres","Total","28482.01","28482.01","euros anuales por trabajador","observado","Definitivo","","INE, Encuesta Anual de Estructura Salarial, tabla 28202","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/28202?tip=AM"
"2023","ccaa_nacionalidad","Rioja, La","Mujeres","Total","24307.34","24307.34","euros anuales por trabajador","observado","Definitivo","","INE, Encuesta Anual de Estructura Salarial, tabla 28202","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/28202?tip=AM"
"2023","ccaa_nacionalidad","Total Nacional","Ambos sexos","Española","28662.47","28662.47","euros anuales por trabajador","observado","Definitivo","","INE, Encuesta Anual de Estructura Salarial, tabla 28202","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/28202?tip=AM"
"2023","ccaa_nacionalidad","Total Nacional","Hombres","Española","31157.39","31157.39","euros anuales por trabajador","observado","Definitivo","","INE, Encuesta Anual de Estructura Salarial, tabla 28202","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/28202?tip=AM"
"2023","ccaa_nacionalidad","Total Nacional","Mujeres","Española","26079.31","26079.31","euros anuales por trabajador","observado","Definitivo","","INE, Encuesta Anual de Estructura Salarial, tabla 28202","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/28202?tip=AM"
"2023","ccaa_nacionalidad","Total Nacional","Ambos sexos","Extranjera","22063.12","22063.12","euros anuales por trabajador","observado","Definitivo","","INE, Encuesta Anual de Estructura Salarial, tabla 28202","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/28202?tip=AM"
"2023","ccaa_nacionalidad","Total Nacional","Hombres","Extranjera","23506.81","23506.81","euros anuales por trabajador","observado","Definitivo","","INE, Encuesta Anual de Estructura Salarial, tabla 28202","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/28202?tip=AM"
"2023","ccaa_nacionalidad","Total Nacional","Mujeres","Extranjera","20161.87","20161.87","euros anuales por trabajador","observado","Definitivo","","INE, Encuesta Anual de Estructura Salarial, tabla 28202","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/28202?tip=AM"
"2023","ccaa_nacionalidad","Total Nacional","Ambos sexos","Total","28049.94","28049.94","euros anuales por trabajador","observado","Definitivo","","INE, Encuesta Anual de Estructura Salarial, tabla 28202","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/28202?tip=AM"
"2023","ccaa_nacionalidad","Total Nacional","Hombres","Total","30372.49","30372.49","euros anuales por trabajador","observado","Definitivo","","INE, Encuesta Anual de Estructura Salarial, tabla 28202","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/28202?tip=AM"
"2023","ccaa_nacionalidad","Total Nacional","Mujeres","Total","25591.31","25591.31","euros anuales por trabajador","observado","Definitivo","","INE, Encuesta Anual de Estructura Salarial, tabla 28202","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/28202?tip=AM"
