"anio","ambito_geografico","sexo","edad_referencia","indicador","estado_dato","tipo_dato_ine","fuente","url_api","esperanza_vida_restante_anios"
"1994","Total Nacional","Mujeres","67 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","18.206764"
"1995","Total Nacional","Hombres","65 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","16.096"
"1995","Total Nacional","Mujeres","65 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","19.977443"
"1995","Total Nacional","Hombres","66 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","15.393725"
"1995","Total Nacional","Mujeres","66 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","19.125868"
"1995","Total Nacional","Hombres","67 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","14.690765"
"1995","Total Nacional","Mujeres","67 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","18.282732"
"1996","Total Nacional","Hombres","65 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","16.158537"
"1996","Total Nacional","Mujeres","65 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","20.079974"
"1996","Total Nacional","Hombres","66 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","15.440543"
"1996","Total Nacional","Mujeres","66 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","19.22109"
"1996","Total Nacional","Hombres","67 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","14.738403"
"1996","Total Nacional","Mujeres","67 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","18.369078"
"1997","Total Nacional","Hombres","65 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","16.299746"
"1997","Total Nacional","Mujeres","65 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","20.262486"
"1997","Total Nacional","Hombres","66 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","15.578119"
"1997","Total Nacional","Mujeres","66 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","19.397645"
"1997","Total Nacional","Hombres","67 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","14.878126"
"1997","Total Nacional","Mujeres","67 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","18.546729"
"1998","Total Nacional","Hombres","65 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","16.215089"
"1998","Total Nacional","Mujeres","65 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","20.218052"
"1998","Total Nacional","Hombres","66 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","15.491457"
"1998","Total Nacional","Mujeres","66 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","19.353575"
"1998","Total Nacional","Hombres","67 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","14.774187"
"1998","Total Nacional","Mujeres","67 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","18.496722"
"1999","Total Nacional","Hombres","65 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","16.166991"
"1999","Total Nacional","Mujeres","65 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","20.195169"
"1999","Total Nacional","Hombres","66 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","15.440504"
"1999","Total Nacional","Mujeres","66 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","19.328598"
"1999","Total Nacional","Hombres","67 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","14.742245"
"1999","Total Nacional","Mujeres","67 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","18.464061"
"2000","Total Nacional","Hombres","65 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","16.607801"
"2000","Total Nacional","Mujeres","65 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","20.564943"
"2000","Total Nacional","Hombres","66 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","15.885278"
"2000","Total Nacional","Mujeres","66 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","19.697061"
"2000","Total Nacional","Hombres","67 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","15.164429"
"2000","Total Nacional","Mujeres","67 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","18.840376"
"2001","Total Nacional","Hombres","65 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","16.814853"
"2001","Total Nacional","Mujeres","65 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","20.827024"
"2001","Total Nacional","Hombres","66 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","16.081796"
"2001","Total Nacional","Mujeres","66 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","19.951115"
"2001","Total Nacional","Hombres","67 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","15.354896"
"2001","Total Nacional","Mujeres","67 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","19.09394"
"2002","Total Nacional","Hombres","65 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","16.859732"
"2002","Total Nacional","Mujeres","65 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","20.871898"
"2002","Total Nacional","Hombres","66 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","16.126063"
"2002","Total Nacional","Mujeres","66 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","19.998198"
"2002","Total Nacional","Hombres","67 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","15.400748"
"2002","Total Nacional","Mujeres","67 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","19.130969"
"2003","Total Nacional","Hombres","65 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","16.831004"
"2003","Total Nacional","Mujeres","65 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","20.756343"
"2003","Total Nacional","Hombres","66 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","16.095865"
"2003","Total Nacional","Mujeres","66 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","19.884163"
"2003","Total Nacional","Hombres","67 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","15.364957"
"2003","Total Nacional","Mujeres","67 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","19.01646"
"2004","Total Nacional","Hombres","65 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","17.217053"
"2004","Total Nacional","Mujeres","65 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","21.22651"
"2004","Total Nacional","Hombres","66 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","16.476186"
"2004","Total Nacional","Mujeres","66 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","20.343262"
"2004","Total Nacional","Hombres","67 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","15.756033"
"2004","Total Nacional","Mujeres","67 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","19.479231"
"2005","Total Nacional","Hombres","65 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","17.125355"
"2005","Total Nacional","Mujeres","65 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","21.110423"
"2005","Total Nacional","Hombres","66 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","16.384605"
"2005","Total Nacional","Mujeres","66 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","20.236588"
"2005","Total Nacional","Hombres","67 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","15.649337"
"2005","Total Nacional","Mujeres","67 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","19.361258"
"2006","Total Nacional","Hombres","65 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","17.698184"
"2006","Total Nacional","Mujeres","65 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","21.666021"
"2006","Total Nacional","Hombres","66 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","16.948016"
"2006","Total Nacional","Mujeres","66 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","20.782968"
"2006","Total Nacional","Hombres","67 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","16.212442"
"2006","Total Nacional","Mujeres","67 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","19.907386"
"2007","Total Nacional","Hombres","65 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","17.637529"
"2007","Total Nacional","Mujeres","65 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","21.667162"
"2007","Total Nacional","Hombres","66 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","16.865289"
"2007","Total Nacional","Mujeres","66 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","20.779079"
"2007","Total Nacional","Hombres","67 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","16.118885"
"2007","Total Nacional","Mujeres","67 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","19.898505"
"2008","Total Nacional","Hombres","65 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","17.940719"
"2008","Total Nacional","Mujeres","65 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","21.833168"
"2008","Total Nacional","Hombres","66 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","17.183532"
"2008","Total Nacional","Mujeres","66 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","20.94809"
"2008","Total Nacional","Hombres","67 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","16.421036"
"2008","Total Nacional","Mujeres","67 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","20.062747"
"2009","Total Nacional","Hombres","65 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","18.116032"
"2009","Total Nacional","Mujeres","65 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","22.096833"
"2009","Total Nacional","Hombres","66 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","17.365788"
"2009","Total Nacional","Mujeres","66 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","21.2132"
"2009","Total Nacional","Hombres","67 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","16.620048"
"2009","Total Nacional","Mujeres","67 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","20.331596"
"2010","Total Nacional","Hombres","65 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","18.401749"
"2010","Total Nacional","Mujeres","65 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","22.41439"
"2010","Total Nacional","Hombres","66 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","17.638067"
"2010","Total Nacional","Mujeres","66 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","21.519035"
"2010","Total Nacional","Hombres","67 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","16.886078"
"2010","Total Nacional","Mujeres","67 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","20.637349"
"2011","Total Nacional","Hombres","65 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","18.550457"
"2011","Total Nacional","Mujeres","65 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","22.533621"
"2011","Total Nacional","Hombres","66 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","17.791186"
"2011","Total Nacional","Mujeres","66 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","21.645566"
"2011","Total Nacional","Hombres","67 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","17.031398"
"2011","Total Nacional","Mujeres","67 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","20.755603"
"2012","Total Nacional","Hombres","65 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","18.501623"
"2012","Total Nacional","Mujeres","65 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","22.430074"
"2012","Total Nacional","Hombres","66 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","17.729088"
"2012","Total Nacional","Mujeres","66 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","21.532083"
"2012","Total Nacional","Hombres","67 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","16.971625"
"2012","Total Nacional","Mujeres","67 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","20.647878"
"2013","Total Nacional","Hombres","65 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","18.908904"
"2013","Total Nacional","Mujeres","65 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","22.838982"
"2013","Total Nacional","Hombres","66 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","18.156667"
"2013","Total Nacional","Mujeres","66 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","21.950458"
"2013","Total Nacional","Hombres","67 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","17.39325"
"2013","Total Nacional","Mujeres","67 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","21.061739"
"2014","Total Nacional","Hombres","65 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","19.031288"
"2014","Total Nacional","Mujeres","65 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","22.914167"
"2014","Total Nacional","Hombres","66 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","18.265064"
"2014","Total Nacional","Mujeres","66 años","Esperanza de vida restante a edad de referencia","observado","Definitivo","INE - Tablas de Mortalidad, tabla API 27153","https://servicios.ine.es/wstempus/js/ES/DATOS_TABLA/27153?tip=AM","22.024724"
