Sexo;Distintos grupos de edad;Tipo de tasa;Periodo;Total
ambos sexos;de 20 a 24 años;tasas de paro;1980TII;22,68
ambos sexos;de 20 a 24 años;tasas de paro;1980TI;21,34
ambos sexos;de 20 a 24 años;tasas de paro;1979TIV;19,35
ambos sexos;de 20 a 24 años;tasas de paro;1979TIII;18,06
ambos sexos;de 20 a 24 años;tasas de paro;1979TII;16,62
ambos sexos;de 20 a 24 años;tasas de paro;1979TI;16,49
ambos sexos;de 20 a 24 años;tasas de paro;1978TIV;15,85
ambos sexos;de 20 a 24 años;tasas de paro;1978TIII;14,76
ambos sexos;de 20 a 24 años;tasas de paro;1978TII;12,81
ambos sexos;de 20 a 24 años;tasas de paro;1978TI;12,96
ambos sexos;de 20 a 24 años;tasas de paro;1977TIV;11,14
ambos sexos;de 20 a 24 años;tasas de paro;1977TIII;10,78
ambos sexos;de 20 a 24 años;tasas de paro;1977TII;9,00
ambos sexos;de 20 a 24 años;tasas de paro;1977TI;9,03
ambos sexos;de 20 a 24 años;tasas de paro;1976TIV;8,44
ambos sexos;de 20 a 24 años;tasas de paro;1976TIII;8,08
ambos sexos;de 20 a 24 años;tasas de empleo;1995TIV;36,49
ambos sexos;de 20 a 24 años;tasas de empleo;1995TIII;37,34
ambos sexos;de 20 a 24 años;tasas de empleo;1995TII;36,90
ambos sexos;de 20 a 24 años;tasas de empleo;1995TI;36,25
ambos sexos;de 20 a 24 años;tasas de empleo;1994TIV;36,30
ambos sexos;de 20 a 24 años;tasas de empleo;1994TIII;36,59
ambos sexos;de 20 a 24 años;tasas de empleo;1994TII;36,03
ambos sexos;de 20 a 24 años;tasas de empleo;1994TI;35,78
ambos sexos;de 20 a 24 años;tasas de empleo;1993TIV;36,80
ambos sexos;de 20 a 24 años;tasas de empleo;1993TIII;37,11
ambos sexos;de 20 a 24 años;tasas de empleo;1993TII;37,53
ambos sexos;de 20 a 24 años;tasas de empleo;1993TI;38,31
ambos sexos;de 20 a 24 años;tasas de empleo;1992TIV;40,64
ambos sexos;de 20 a 24 años;tasas de empleo;1992TIII;43,23
ambos sexos;de 20 a 24 años;tasas de empleo;1992TII;43,25
ambos sexos;de 20 a 24 años;tasas de empleo;1992TI;44,74
ambos sexos;de 20 a 24 años;tasas de empleo;1991TIV;45,53
ambos sexos;de 20 a 24 años;tasas de empleo;1991TIII;47,03
ambos sexos;de 20 a 24 años;tasas de empleo;1991TII;46,25
ambos sexos;de 20 a 24 años;tasas de empleo;1991TI;46,42
ambos sexos;de 20 a 24 años;tasas de empleo;1990TIV;46,65
ambos sexos;de 20 a 24 años;tasas de empleo;1990TIII;46,50
ambos sexos;de 20 a 24 años;tasas de empleo;1990TII;46,90
ambos sexos;de 20 a 24 años;tasas de empleo;1990TI;45,78
ambos sexos;de 20 a 24 años;tasas de empleo;1989TIV;45,62
ambos sexos;de 20 a 24 años;tasas de empleo;1989TIII;46,35
ambos sexos;de 20 a 24 años;tasas de empleo;1989TII;44,31
ambos sexos;de 20 a 24 años;tasas de empleo;1989TI;43,60
ambos sexos;de 20 a 24 años;tasas de empleo;1988TIV;43,93
ambos sexos;de 20 a 24 años;tasas de empleo;1988TIII;44,14
ambos sexos;de 20 a 24 años;tasas de empleo;1988TII;41,11
ambos sexos;de 20 a 24 años;tasas de empleo;1988TI;40,53
ambos sexos;de 20 a 24 años;tasas de empleo;1987TIV;40,91
ambos sexos;de 20 a 24 años;tasas de empleo;1987TIII;40,31
ambos sexos;de 20 a 24 años;tasas de empleo;1987TII;38,92
ambos sexos;de 20 a 24 años;tasas de empleo;1987TI;36,31
ambos sexos;de 20 a 24 años;tasas de empleo;1986TIV;35,87
ambos sexos;de 20 a 24 años;tasas de empleo;1986TIII;36,17
ambos sexos;de 20 a 24 años;tasas de empleo;1986TII;34,50
ambos sexos;de 20 a 24 años;tasas de empleo;1986TI;33,76
ambos sexos;de 20 a 24 años;tasas de empleo;1985TIV;33,81
ambos sexos;de 20 a 24 años;tasas de empleo;1985TIII;34,08
ambos sexos;de 20 a 24 años;tasas de empleo;1985TII;33,97
ambos sexos;de 20 a 24 años;tasas de empleo;1985TI;34,32
ambos sexos;de 20 a 24 años;tasas de empleo;1984TIV;34,87
ambos sexos;de 20 a 24 años;tasas de empleo;1984TIII;35,60
ambos sexos;de 20 a 24 años;tasas de empleo;1984TII;35,83
ambos sexos;de 20 a 24 años;tasas de empleo;1984TI;36,12
ambos sexos;de 20 a 24 años;tasas de empleo;1983TIV;37,83
ambos sexos;de 20 a 24 años;tasas de empleo;1983TIII;38,64
ambos sexos;de 20 a 24 años;tasas de empleo;1983TII;38,40
ambos sexos;de 20 a 24 años;tasas de empleo;1983TI;38,53
ambos sexos;de 20 a 24 años;tasas de empleo;1982TIV;39,71
ambos sexos;de 20 a 24 años;tasas de empleo;1982TIII;40,09
ambos sexos;de 20 a 24 años;tasas de empleo;1982TII;40,14
ambos sexos;de 20 a 24 años;tasas de empleo;1982TI;40,76
ambos sexos;de 20 a 24 años;tasas de empleo;1981TIV;41,58
ambos sexos;de 20 a 24 años;tasas de empleo;1981TIII;41,98
ambos sexos;de 20 a 24 años;tasas de empleo;1981TII;42,75
ambos sexos;de 20 a 24 años;tasas de empleo;1981TI;42,79
ambos sexos;de 20 a 24 años;tasas de empleo;1980TIV;43,62
ambos sexos;de 20 a 24 años;tasas de empleo;1980TIII;44,80
ambos sexos;de 20 a 24 años;tasas de empleo;1980TII;45,29
ambos sexos;de 20 a 24 años;tasas de empleo;1980TI;46,64
ambos sexos;de 20 a 24 años;tasas de empleo;1979TIV;47,97
ambos sexos;de 20 a 24 años;tasas de empleo;1979TIII;48,79
ambos sexos;de 20 a 24 años;tasas de empleo;1979TII;48,42
ambos sexos;de 20 a 24 años;tasas de empleo;1979TI;49,10
ambos sexos;de 20 a 24 años;tasas de empleo;1978TIV;49,43
ambos sexos;de 20 a 24 años;tasas de empleo;1978TIII;50,42
ambos sexos;de 20 a 24 años;tasas de empleo;1978TII;50,69
ambos sexos;de 20 a 24 años;tasas de empleo;1978TI;51,09
ambos sexos;de 20 a 24 años;tasas de empleo;1977TIV;51,99
ambos sexos;de 20 a 24 años;tasas de empleo;1977TIII;51,84
ambos sexos;de 20 a 24 años;tasas de empleo;1977TII;52,38
ambos sexos;de 20 a 24 años;tasas de empleo;1977TI;53,15
ambos sexos;de 20 a 24 años;tasas de empleo;1976TIV;53,86
ambos sexos;de 20 a 24 años;tasas de empleo;1976TIII;54,15
ambos sexos;de 25 a 54 años;tasas de actividad;1995TIV;74,54
ambos sexos;de 25 a 54 años;tasas de actividad;1995TIII;74,40
ambos sexos;de 25 a 54 años;tasas de actividad;1995TII;74,24
ambos sexos;de 25 a 54 años;tasas de actividad;1995TI;74,07
ambos sexos;de 25 a 54 años;tasas de actividad;1994TIV;74,12
ambos sexos;de 25 a 54 años;tasas de actividad;1994TIII;73,75
ambos sexos;de 25 a 54 años;tasas de actividad;1994TII;73,77
ambos sexos;de 25 a 54 años;tasas de actividad;1994TI;73,48
ambos sexos;de 25 a 54 años;tasas de actividad;1993TIV;73,35
ambos sexos;de 25 a 54 años;tasas de actividad;1993TIII;72,92
ambos sexos;de 25 a 54 años;tasas de actividad;1993TII;72,61
ambos sexos;de 25 a 54 años;tasas de actividad;1993TI;72,11
ambos sexos;de 25 a 54 años;tasas de actividad;1992TIV;72,09
ambos sexos;de 25 a 54 años;tasas de actividad;1992TIII;71,71
ambos sexos;de 25 a 54 años;tasas de actividad;1992TII;71,65
ambos sexos;de 25 a 54 años;tasas de actividad;1992TI;71,52
ambos sexos;de 25 a 54 años;tasas de actividad;1991TIV;71,62
ambos sexos;de 25 a 54 años;tasas de actividad;1991TIII;71,67
ambos sexos;de 25 a 54 años;tasas de actividad;1991TII;71,31
ambos sexos;de 25 a 54 años;tasas de actividad;1991TI;71,23
ambos sexos;de 25 a 54 años;tasas de actividad;1990TIV;71,14
ambos sexos;de 25 a 54 años;tasas de actividad;1990TIII;70,65
ambos sexos;de 25 a 54 años;tasas de actividad;1990TII;70,36
ambos sexos;de 25 a 54 años;tasas de actividad;1990TI;70,21
ambos sexos;de 25 a 54 años;tasas de actividad;1989TIV;69,84
ambos sexos;de 25 a 54 años;tasas de actividad;1989TIII;69,44
ambos sexos;de 25 a 54 años;tasas de actividad;1989TII;69,18
ambos sexos;de 25 a 54 años;tasas de actividad;1989TI;68,94
ambos sexos;de 25 a 54 años;tasas de actividad;1988TIV;68,62
ambos sexos;de 25 a 54 años;tasas de actividad;1988TIII;68,66
ambos sexos;de 25 a 54 años;tasas de actividad;1988TII;68,60
ambos sexos;de 25 a 54 años;tasas de actividad;1988TI;68,73
ambos sexos;de 25 a 54 años;tasas de actividad;1987TIV;68,38
ambos sexos;de 25 a 54 años;tasas de actividad;1987TIII;67,84
ambos sexos;de 25 a 54 años;tasas de actividad;1987TII;67,03
ambos sexos;de 25 a 54 años;tasas de actividad;1987TI;66,14
ambos sexos;de 25 a 54 años;tasas de actividad;1986TIV;65,87
ambos sexos;de 25 a 54 años;tasas de actividad;1986TIII;65,40
ambos sexos;de 25 a 54 años;tasas de actividad;1986TII;65,26
ambos sexos;de 25 a 54 años;tasas de actividad;1986TI;65,11
ambos sexos;de 25 a 54 años;tasas de actividad;1985TIV;64,87
ambos sexos;de 25 a 54 años;tasas de actividad;1985TIII;64,61
ambos sexos;de 25 a 54 años;tasas de actividad;1985TII;64,54
ambos sexos;de 25 a 54 años;tasas de actividad;1985TI;64,60
ambos sexos;de 25 a 54 años;tasas de actividad;1984TIV;64,35
ambos sexos;de 25 a 54 años;tasas de actividad;1984TIII;64,18
ambos sexos;de 25 a 54 años;tasas de actividad;1984TII;64,10
ambos sexos;de 25 a 54 años;tasas de actividad;1984TI;64,15
ambos sexos;de 25 a 54 años;tasas de actividad;1983TIV;64,22
ambos sexos;de 25 a 54 años;tasas de actividad;1983TIII;63,99
ambos sexos;de 25 a 54 años;tasas de actividad;1983TII;63,74
ambos sexos;de 25 a 54 años;tasas de actividad;1983TI;63,67
ambos sexos;de 25 a 54 años;tasas de actividad;1982TIV;63,49
ambos sexos;de 25 a 54 años;tasas de actividad;1982TIII;63,35
ambos sexos;de 25 a 54 años;tasas de actividad;1982TII;63,03
ambos sexos;de 25 a 54 años;tasas de actividad;1982TI;62,93
ambos sexos;de 25 a 54 años;tasas de actividad;1981TIV;62,78
ambos sexos;de 25 a 54 años;tasas de actividad;1981TIII;62,44
ambos sexos;de 25 a 54 años;tasas de actividad;1981TII;62,32
ambos sexos;de 25 a 54 años;tasas de actividad;1981TI;62,42
ambos sexos;de 25 a 54 años;tasas de actividad;1980TIV;62,58
ambos sexos;de 25 a 54 años;tasas de actividad;1980TIII;62,52
ambos sexos;de 25 a 54 años;tasas de actividad;1980TII;62,63
ambos sexos;de 25 a 54 años;tasas de actividad;1980TI;62,88
ambos sexos;de 25 a 54 años;tasas de actividad;1979TIV;62,82
ambos sexos;de 25 a 54 años;tasas de actividad;1979TIII;62,64
ambos sexos;de 25 a 54 años;tasas de actividad;1979TII;62,41
ambos sexos;de 25 a 54 años;tasas de actividad;1979TI;62,63
ambos sexos;de 25 a 54 años;tasas de actividad;1978TIV;62,28
ambos sexos;de 25 a 54 años;tasas de actividad;1978TIII;62,21
ambos sexos;de 25 a 54 años;tasas de actividad;1978TII;62,29
ambos sexos;de 25 a 54 años;tasas de actividad;1978TI;62,58
ambos sexos;de 25 a 54 años;tasas de actividad;1977TIV;62,58
ambos sexos;de 25 a 54 años;tasas de actividad;1977TIII;62,28
ambos sexos;de 25 a 54 años;tasas de actividad;1977TII;62,26
ambos sexos;de 25 a 54 años;tasas de actividad;1977TI;62,41
ambos sexos;de 25 a 54 años;tasas de actividad;1976TIV;62,34
ambos sexos;de 25 a 54 años;tasas de actividad;1976TIII;62,53
ambos sexos;de 25 a 54 años;tasas de paro;1995TIV;20,05
ambos sexos;de 25 a 54 años;tasas de paro;1995TIII;19,73
ambos sexos;de 25 a 54 años;tasas de paro;1995TII;19,95
ambos sexos;de 25 a 54 años;tasas de paro;1995TI;20,47
ambos sexos;de 25 a 54 años;tasas de paro;1994TIV;20,75
ambos sexos;de 25 a 54 años;tasas de paro;1994TIII;20,57
ambos sexos;de 25 a 54 años;tasas de paro;1994TII;21,06
ambos sexos;de 25 a 54 años;tasas de paro;1994TI;21,28
ambos sexos;de 25 a 54 años;tasas de paro;1993TIV;20,58
ambos sexos;de 25 a 54 años;tasas de paro;1993TIII;19,31
ambos sexos;de 25 a 54 años;tasas de paro;1993TII;19,12
ambos sexos;de 25 a 54 años;tasas de paro;1993TI;18,67
ambos sexos;de 25 a 54 años;tasas de paro;1992TIV;17,17
ambos sexos;de 25 a 54 años;tasas de paro;1992TIII;15,60
ambos sexos;de 25 a 54 años;tasas de paro;1992TII;15,21
ambos sexos;de 25 a 54 años;tasas de paro;1992TI;15,04
ambos sexos;de 25 a 54 años;tasas de paro;1991TIV;14,38
ambos sexos;de 25 a 54 años;tasas de paro;1991TIII;13,76
ambos sexos;de 25 a 54 años;tasas de paro;1991TII;13,34
ambos sexos;de 25 a 54 años;tasas de paro;1991TI;13,43
ambos sexos;de 25 a 54 años;tasas de paro;1990TIV;13,18
ambos sexos;de 25 a 54 años;tasas de paro;1990TIII;12,63
ambos sexos;de 25 a 54 años;tasas de paro;1990TII;13,31
ambos sexos;de 25 a 54 años;tasas de paro;1990TI;13,53
ambos sexos;de 25 a 54 años;tasas de paro;1989TIV;13,57
ambos sexos;de 25 a 54 años;tasas de paro;1989TIII;13,26
ambos sexos;de 25 a 54 años;tasas de paro;1989TII;13,82
ambos sexos;de 25 a 54 años;tasas de paro;1989TI;14,33
ambos sexos;de 25 a 54 años;tasas de paro;1988TIV;14,14
ambos sexos;de 25 a 54 años;tasas de paro;1988TIII;14,64
ambos sexos;de 25 a 54 años;tasas de paro;1988TII;14,96
ambos sexos;de 25 a 54 años;tasas de paro;1988TI;15,24
ambos sexos;de 25 a 54 años;tasas de paro;1987TIV;14,81
ambos sexos;de 25 a 54 años;tasas de paro;1987TIII;14,93
ambos sexos;de 25 a 54 años;tasas de paro;1987TII;15,05
ambos sexos;de 25 a 54 años;tasas de paro;1987TI;15,31
ambos sexos;de 25 a 54 años;tasas de paro;1986TIV;14,85
ambos sexos;de 25 a 54 años;tasas de paro;1986TIII;14,91
ambos sexos;de 25 a 54 años;tasas de paro;1986TII;15,36
ambos sexos;de 25 a 54 años;tasas de paro;1986TI;15,89
ambos sexos;de 25 a 54 años;tasas de paro;1985TIV;15,68
ambos sexos;de 25 a 54 años;tasas de paro;1985TIII;15,58
ambos sexos;de 25 a 54 años;tasas de paro;1985TII;15,88
ambos sexos;de 25 a 54 años;tasas de paro;1985TI;15,39
ambos sexos;de 25 a 54 años;tasas de paro;1984TIV;14,76
ambos sexos;de 25 a 54 años;tasas de paro;1984TIII;13,84
ambos sexos;de 25 a 54 años;tasas de paro;1984TII;13,79
ambos sexos;de 25 a 54 años;tasas de paro;1984TI;13,64
ambos sexos;de 25 a 54 años;tasas de paro;1983TIV;12,32
ambos sexos;de 25 a 54 años;tasas de paro;1983TIII;11,48
ambos sexos;de 25 a 54 años;tasas de paro;1983TII;11,52
ambos sexos;de 25 a 54 años;tasas de paro;1983TI;11,56
ambos sexos;de 25 a 54 años;tasas de paro;1982TIV;10,89
ambos sexos;de 25 a 54 años;tasas de paro;1982TIII;10,45
ambos sexos;de 25 a 54 años;tasas de paro;1982TII;10,08
ambos sexos;de 25 a 54 años;tasas de paro;1982TI;10,44
ambos sexos;de 25 a 54 años;tasas de paro;1981TIV;9,81
ambos sexos;de 25 a 54 años;tasas de paro;1981TIII;9,12
ambos sexos;de 25 a 54 años;tasas de paro;1981TII;9,08
ambos sexos;de 25 a 54 años;tasas de paro;1981TI;8,78
ambos sexos;de 25 a 54 años;tasas de paro;1980TIV;7,98
ambos sexos;de 25 a 54 años;tasas de paro;1980TIII;7,36
ambos sexos;de 25 a 54 años;tasas de paro;1980TII;7,35
ambos sexos;de 25 a 54 años;tasas de paro;1980TI;7,19
ambos sexos;de 25 a 54 años;tasas de paro;1979TIV;6,27
ambos sexos;de 25 a 54 años;tasas de paro;1979TIII;5,54
ambos sexos;de 25 a 54 años;tasas de paro;1979TII;5,35
ambos sexos;de 25 a 54 años;tasas de paro;1979TI;5,35
ambos sexos;de 25 a 54 años;tasas de paro;1978TIV;4,86
ambos sexos;de 25 a 54 años;tasas de paro;1978TIII;4,37
ambos sexos;de 25 a 54 años;tasas de paro;1978TII;4,38
ambos sexos;de 25 a 54 años;tasas de paro;1978TI;4,23
ambos sexos;de 25 a 54 años;tasas de paro;1977TIV;3,71
ambos sexos;de 25 a 54 años;tasas de paro;1977TIII;3,41
ambos sexos;de 25 a 54 años;tasas de paro;1977TII;3,30
ambos sexos;de 25 a 54 años;tasas de paro;1977TI;3,53
ambos sexos;de 25 a 54 años;tasas de paro;1976TIV;3,39
ambos sexos;de 25 a 54 años;tasas de paro;1976TIII;3,15
ambos sexos;de 25 a 54 años;tasas de empleo;1995TIV;59,59
ambos sexos;de 25 a 54 años;tasas de empleo;1995TIII;59,72
ambos sexos;de 25 a 54 años;tasas de empleo;1995TII;59,43
ambos sexos;de 25 a 54 años;tasas de empleo;1995TI;58,91
ambos sexos;de 25 a 54 años;tasas de empleo;1994TIV;58,74
ambos sexos;de 25 a 54 años;tasas de empleo;1994TIII;58,58
ambos sexos;de 25 a 54 años;tasas de empleo;1994TII;58,24
ambos sexos;de 25 a 54 años;tasas de empleo;1994TI;57,85
ambos sexos;de 25 a 54 años;tasas de empleo;1993TIV;58,26
ambos sexos;de 25 a 54 años;tasas de empleo;1993TIII;58,84
ambos sexos;de 25 a 54 años;tasas de empleo;1993TII;58,72
ambos sexos;de 25 a 54 años;tasas de empleo;1993TI;58,64
ambos sexos;de 25 a 54 años;tasas de empleo;1992TIV;59,71
ambos sexos;de 25 a 54 años;tasas de empleo;1992TIII;60,53
ambos sexos;de 25 a 54 años;tasas de empleo;1992TII;60,75
ambos sexos;de 25 a 54 años;tasas de empleo;1992TI;60,77
ambos sexos;de 25 a 54 años;tasas de empleo;1991TIV;61,32
ambos sexos;de 25 a 54 años;tasas de empleo;1991TIII;61,81
ambos sexos;de 25 a 54 años;tasas de empleo;1991TII;61,80
ambos sexos;de 25 a 54 años;tasas de empleo;1991TI;61,66
ambos sexos;de 25 a 54 años;tasas de empleo;1990TIV;61,77
ambos sexos;de 25 a 54 años;tasas de empleo;1990TIII;61,72
ambos sexos;de 25 a 54 años;tasas de empleo;1990TII;61,00
ambos sexos;de 25 a 54 años;tasas de empleo;1990TI;60,71
ambos sexos;de 25 a 54 años;tasas de empleo;1989TIV;60,37
ambos sexos;de 25 a 54 años;tasas de empleo;1989TIII;60,23
ambos sexos;de 25 a 54 años;tasas de empleo;1989TII;59,61
ambos sexos;de 25 a 54 años;tasas de empleo;1989TI;59,06
ambos sexos;de 25 a 54 años;tasas de empleo;1988TIV;58,92
ambos sexos;de 25 a 54 años;tasas de empleo;1988TIII;58,61
ambos sexos;de 25 a 54 años;tasas de empleo;1988TII;58,33
ambos sexos;de 25 a 54 años;tasas de empleo;1988TI;58,26
ambos sexos;de 25 a 54 años;tasas de empleo;1987TIV;58,25
ambos sexos;de 25 a 54 años;tasas de empleo;1987TIII;57,71
ambos sexos;de 25 a 54 años;tasas de empleo;1987TII;56,94
ambos sexos;de 25 a 54 años;tasas de empleo;1987TI;56,02
ambos sexos;de 25 a 54 años;tasas de empleo;1986TIV;56,09
ambos sexos;de 25 a 54 años;tasas de empleo;1986TIII;55,65
ambos sexos;de 25 a 54 años;tasas de empleo;1986TII;55,23
ambos sexos;de 25 a 54 años;tasas de empleo;1986TI;54,76
ambos sexos;de 25 a 54 años;tasas de empleo;1985TIV;54,70
ambos sexos;de 25 a 54 años;tasas de empleo;1985TIII;54,54
ambos sexos;de 25 a 54 años;tasas de empleo;1985TII;54,29
ambos sexos;de 25 a 54 años;tasas de empleo;1985TI;54,66
ambos sexos;de 25 a 54 años;tasas de empleo;1984TIV;54,85
ambos sexos;de 25 a 54 años;tasas de empleo;1984TIII;55,30
ambos sexos;de 25 a 54 años;tasas de empleo;1984TII;55,26
ambos sexos;de 25 a 54 años;tasas de empleo;1984TI;55,40
ambos sexos;de 25 a 54 años;tasas de empleo;1983TIV;56,31
ambos sexos;de 25 a 54 años;tasas de empleo;1983TIII;56,65
ambos sexos;de 25 a 54 años;tasas de empleo;1983TII;56,40
ambos sexos;de 25 a 54 años;tasas de empleo;1983TI;56,31
ambos sexos;de 25 a 54 años;tasas de empleo;1982TIV;56,57
ambos sexos;de 25 a 54 años;tasas de empleo;1982TIII;56,73
ambos sexos;de 25 a 54 años;tasas de empleo;1982TII;56,67
ambos sexos;de 25 a 54 años;tasas de empleo;1982TI;56,36
ambos sexos;de 25 a 54 años;tasas de empleo;1981TIV;56,63
ambos sexos;de 25 a 54 años;tasas de empleo;1981TIII;56,75
ambos sexos;de 25 a 54 años;tasas de empleo;1981TII;56,67
ambos sexos;de 25 a 54 años;tasas de empleo;1981TI;56,94
ambos sexos;de 25 a 54 años;tasas de empleo;1980TIV;57,58
ambos sexos;de 25 a 54 años;tasas de empleo;1980TIII;57,92
ambos sexos;de 25 a 54 años;tasas de empleo;1980TII;58,03
ambos sexos;de 25 a 54 años;tasas de empleo;1980TI;58,36
ambos sexos;de 25 a 54 años;tasas de empleo;1979TIV;58,88
ambos sexos;de 25 a 54 años;tasas de empleo;1979TIII;59,17
ambos sexos;de 25 a 54 años;tasas de empleo;1979TII;59,08
ambos sexos;de 25 a 54 años;tasas de empleo;1979TI;59,28
ambos sexos;de 25 a 54 años;tasas de empleo;1978TIV;59,25
ambos sexos;de 25 a 54 años;tasas de empleo;1978TIII;59,49
ambos sexos;de 25 a 54 años;tasas de empleo;1978TII;59,56
ambos sexos;de 25 a 54 años;tasas de empleo;1978TI;59,93
ambos sexos;de 25 a 54 años;tasas de empleo;1977TIV;60,26
ambos sexos;de 25 a 54 años;tasas de empleo;1977TIII;60,16
ambos sexos;de 25 a 54 años;tasas de empleo;1977TII;60,21
ambos sexos;de 25 a 54 años;tasas de empleo;1977TI;60,20
ambos sexos;de 25 a 54 años;tasas de empleo;1976TIV;60,23
ambos sexos;de 25 a 54 años;tasas de empleo;1976TIII;60,56
ambos sexos;de 55 y más años;tasas de actividad;1995TIV;16,38
ambos sexos;de 55 y más años;tasas de actividad;1995TIII;16,26
ambos sexos;de 55 y más años;tasas de actividad;1995TII;16,35
ambos sexos;de 55 y más años;tasas de actividad;1995TI;16,55
ambos sexos;de 55 y más años;tasas de actividad;1994TIV;16,52
ambos sexos;de 55 y más años;tasas de actividad;1994TIII;16,76
ambos sexos;de 55 y más años;tasas de actividad;1994TII;17,13
ambos sexos;de 55 y más años;tasas de actividad;1994TI;17,21
ambos sexos;de 55 y más años;tasas de actividad;1993TIV;17,64
ambos sexos;de 55 y más años;tasas de actividad;1993TIII;17,97
ambos sexos;de 55 y más años;tasas de actividad;1993TII;18,24
ambos sexos;de 55 y más años;tasas de actividad;1993TI;18,31
ambos sexos;de 55 y más años;tasas de actividad;1992TIV;18,57
ambos sexos;de 55 y más años;tasas de actividad;1992TIII;18,88
ambos sexos;de 55 y más años;tasas de actividad;1992TII;18,89
ambos sexos;de 55 y más años;tasas de actividad;1992TI;18,88
ambos sexos;de 55 y más años;tasas de actividad;1991TIV;19,19
ambos sexos;de 55 y más años;tasas de actividad;1991TIII;18,98
ambos sexos;de 55 y más años;tasas de actividad;1991TII;19,16
ambos sexos;de 55 y más años;tasas de actividad;1991TI;19,23
ambos sexos;de 55 y más años;tasas de actividad;1990TIV;19,38
ambos sexos;de 55 y más años;tasas de actividad;1990TIII;19,36
ambos sexos;de 55 y más años;tasas de actividad;1990TII;19,55
ambos sexos;de 55 y más años;tasas de actividad;1990TI;19,98
ambos sexos;de 55 y más años;tasas de actividad;1989TIV;20,03
ambos sexos;de 55 y más años;tasas de actividad;1989TIII;20,12
ambos sexos;de 55 y más años;tasas de actividad;1989TII;20,16
ambos sexos;de 55 y más años;tasas de actividad;1989TI;20,01
ambos sexos;de 55 y más años;tasas de actividad;1988TIV;20,16
ambos sexos;de 55 y más años;tasas de actividad;1988TIII;20,21
ambos sexos;de 55 y más años;tasas de actividad;1988TII;20,15
ambos sexos;de 55 y más años;tasas de actividad;1988TI;20,29
ambos sexos;de 55 y más años;tasas de actividad;1987TIV;20,45
ambos sexos;de 55 y más años;tasas de actividad;1987TIII;20,63
ambos sexos;de 55 y más años;tasas de actividad;1987TII;20,62
ambos sexos;de 55 y más años;tasas de actividad;1987TI;20,92
ambos sexos;de 55 y más años;tasas de actividad;1986TIV;21,14
ambos sexos;de 55 y más años;tasas de actividad;1986TIII;21,31
ambos sexos;de 55 y más años;tasas de actividad;1986TII;21,53
ambos sexos;de 55 y más años;tasas de actividad;1986TI;21,66
ambos sexos;de 55 y más años;tasas de actividad;1985TIV;21,94
ambos sexos;de 55 y más años;tasas de actividad;1985TIII;22,07
ambos sexos;de 55 y más años;tasas de actividad;1985TII;22,29
ambos sexos;de 55 y más años;tasas de actividad;1985TI;22,25
ambos sexos;de 55 y más años;tasas de actividad;1984TIV;22,56
ambos sexos;de 55 y más años;tasas de actividad;1984TIII;22,71
ambos sexos;de 55 y más años;tasas de actividad;1984TII;22,85
ambos sexos;de 55 y más años;tasas de actividad;1984TI;23,18
ambos sexos;de 55 y más años;tasas de actividad;1983TIV;23,71
ambos sexos;de 55 y más años;tasas de actividad;1983TIII;23,82
ambos sexos;de 55 y más años;tasas de actividad;1983TII;23,76
ambos sexos;de 55 y más años;tasas de actividad;1983TI;23,69
ambos sexos;de 55 y más años;tasas de actividad;1982TIV;24,02
ambos sexos;de 55 y más años;tasas de actividad;1982TIII;24,10
ambos sexos;de 55 y más años;tasas de actividad;1982TII;24,17
ambos sexos;de 55 y más años;tasas de actividad;1982TI;24,39
ambos sexos;de 55 y más años;tasas de actividad;1981TIV;24,63
ambos sexos;de 55 y más años;tasas de actividad;1981TIII;24,98
ambos sexos;de 55 y más años;tasas de actividad;1981TII;25,11
ambos sexos;de 55 y más años;tasas de actividad;1981TI;25,27
ambos sexos;de 55 y más años;tasas de actividad;1980TIV;25,53
ambos sexos;de 55 y más años;tasas de actividad;1980TIII;25,67
ambos sexos;de 55 y más años;tasas de actividad;1980TII;25,72
ambos sexos;de 55 y más años;tasas de actividad;1980TI;25,83
ambos sexos;de 55 y más años;tasas de actividad;1979TIV;26,18
ambos sexos;de 55 y más años;tasas de actividad;1979TIII;26,45
ambos sexos;de 55 y más años;tasas de actividad;1979TII;26,74
ambos sexos;de 55 y más años;tasas de actividad;1979TI;27,03
ambos sexos;de 55 y más años;tasas de actividad;1978TIV;27,48
ambos sexos;de 55 y más años;tasas de actividad;1978TIII;27,54
ambos sexos;de 55 y más años;tasas de actividad;1978TII;27,71
ambos sexos;de 55 y más años;tasas de actividad;1978TI;27,77
ambos sexos;de 55 y más años;tasas de actividad;1977TIV;28,08
ambos sexos;de 55 y más años;tasas de actividad;1977TIII;28,30
ambos sexos;de 55 y más años;tasas de actividad;1977TII;28,36
ambos sexos;de 55 y más años;tasas de actividad;1977TI;28,64
ambos sexos;de 55 y más años;tasas de actividad;1976TIV;29,27
ambos sexos;de 55 y más años;tasas de actividad;1976TIII;29,88
ambos sexos;de 55 y más años;tasas de paro;1995TIV;11,16
ambos sexos;de 55 y más años;tasas de paro;1995TIII;11,26
ambos sexos;de 55 y más años;tasas de paro;1995TII;11,53
ambos sexos;de 55 y más años;tasas de paro;1995TI;12,05
ambos sexos;de 55 y más años;tasas de paro;1994TIV;12,12
ambos sexos;de 55 y más años;tasas de paro;1994TIII;11,61
