Sexo;Distintos grupos de edad;Tipo de tasa;Periodo;Total
ambos sexos;de 20 a 24 años;tasas de actividad;2002TII;61,25
ambos sexos;de 20 a 24 años;tasas de actividad;2002TI;60,68
ambos sexos;de 20 a 24 años;tasas de actividad;2001TIV;61,06
ambos sexos;de 20 a 24 años;tasas de actividad;2001TIII;61,61
ambos sexos;de 20 a 24 años;tasas de actividad;2001TII;59,52
ambos sexos;de 20 a 24 años;tasas de actividad;2001TI;58,80
ambos sexos;de 20 a 24 años;tasas de actividad;2000TIV;62,12
ambos sexos;de 20 a 24 años;tasas de actividad;2000TIII;62,89
ambos sexos;de 20 a 24 años;tasas de actividad;2000TII;60,13
ambos sexos;de 20 a 24 años;tasas de actividad;2000TI;60,30
ambos sexos;de 20 a 24 años;tasas de actividad;1999TIV;60,81
ambos sexos;de 20 a 24 años;tasas de actividad;1999TIII;61,56
ambos sexos;de 20 a 24 años;tasas de actividad;1999TII;59,18
ambos sexos;de 20 a 24 años;tasas de actividad;1999TI;59,58
ambos sexos;de 20 a 24 años;tasas de actividad;1998TIV;59,87
ambos sexos;de 20 a 24 años;tasas de actividad;1998TIII;60,68
ambos sexos;de 20 a 24 años;tasas de actividad;1998TII;58,51
ambos sexos;de 20 a 24 años;tasas de actividad;1998TI;58,77
ambos sexos;de 20 a 24 años;tasas de actividad;1997TIV;59,85
ambos sexos;de 20 a 24 años;tasas de actividad;1997TIII;59,91
ambos sexos;de 20 a 24 años;tasas de actividad;1997TII;58,40
ambos sexos;de 20 a 24 años;tasas de actividad;1997TI;59,28
ambos sexos;de 20 a 24 años;tasas de actividad;1996TIV;59,74
ambos sexos;de 20 a 24 años;tasas de actividad;1996TIII;60,82
ambos sexos;de 20 a 24 años;tasas de actividad;1996TII;59,24
ambos sexos;de 20 a 24 años;tasas de actividad;1996TI;60,54
ambos sexos;de 20 a 24 años;tasas de paro;2004TIV;19,46
ambos sexos;de 20 a 24 años;tasas de paro;2004TIII;19,60
ambos sexos;de 20 a 24 años;tasas de paro;2004TII;20,09
ambos sexos;de 20 a 24 años;tasas de paro;2004TI;20,41
ambos sexos;de 20 a 24 años;tasas de paro;2003TIV;20,76
ambos sexos;de 20 a 24 años;tasas de paro;2003TIII;19,93
ambos sexos;de 20 a 24 años;tasas de paro;2003TII;19,27
ambos sexos;de 20 a 24 años;tasas de paro;2003TI;20,89
ambos sexos;de 20 a 24 años;tasas de paro;2002TIV;21,10
ambos sexos;de 20 a 24 años;tasas de paro;2002TIII;19,92
ambos sexos;de 20 a 24 años;tasas de paro;2002TII;19,66
ambos sexos;de 20 a 24 años;tasas de paro;2002TI;20,48
ambos sexos;de 20 a 24 años;tasas de paro;2001TIV;19,13
ambos sexos;de 20 a 24 años;tasas de paro;2001TIII;18,80
ambos sexos;de 20 a 24 años;tasas de paro;2001TII;18,11
ambos sexos;de 20 a 24 años;tasas de paro;2001TI;19,42
ambos sexos;de 20 a 24 años;tasas de paro;2000TIV;23,31
ambos sexos;de 20 a 24 años;tasas de paro;2000TIII;23,00
ambos sexos;de 20 a 24 años;tasas de paro;2000TII;22,57
ambos sexos;de 20 a 24 años;tasas de paro;2000TI;25,08
ambos sexos;de 20 a 24 años;tasas de paro;1999TIV;25,68
ambos sexos;de 20 a 24 años;tasas de paro;1999TIII;26,03
ambos sexos;de 20 a 24 años;tasas de paro;1999TII;26,41
ambos sexos;de 20 a 24 años;tasas de paro;1999TI;29,17
ambos sexos;de 20 a 24 años;tasas de paro;1998TIV;31,22
ambos sexos;de 20 a 24 años;tasas de paro;1998TIII;31,81
ambos sexos;de 20 a 24 años;tasas de paro;1998TII;32,93
ambos sexos;de 20 a 24 años;tasas de paro;1998TI;34,22
ambos sexos;de 20 a 24 años;tasas de paro;1997TIV;34,55
ambos sexos;de 20 a 24 años;tasas de paro;1997TIII;34,44
ambos sexos;de 20 a 24 años;tasas de paro;1997TII;35,63
ambos sexos;de 20 a 24 años;tasas de paro;1997TI;37,14
ambos sexos;de 20 a 24 años;tasas de paro;1996TIV;37,96
ambos sexos;de 20 a 24 años;tasas de paro;1996TIII;38,65
ambos sexos;de 20 a 24 años;tasas de paro;1996TII;39,18
ambos sexos;de 20 a 24 años;tasas de paro;1996TI;41,12
ambos sexos;de 20 a 24 años;tasas de empleo;2004TIV;51,44
ambos sexos;de 20 a 24 años;tasas de empleo;2004TIII;52,92
ambos sexos;de 20 a 24 años;tasas de empleo;2004TII;51,27
ambos sexos;de 20 a 24 años;tasas de empleo;2004TI;50,43
ambos sexos;de 20 a 24 años;tasas de empleo;2003TIV;50,18
ambos sexos;de 20 a 24 años;tasas de empleo;2003TIII;51,98
ambos sexos;de 20 a 24 años;tasas de empleo;2003TII;50,39
ambos sexos;de 20 a 24 años;tasas de empleo;2003TI;48,94
ambos sexos;de 20 a 24 años;tasas de empleo;2002TIV;48,82
ambos sexos;de 20 a 24 años;tasas de empleo;2002TIII;50,44
ambos sexos;de 20 a 24 años;tasas de empleo;2002TII;49,20
ambos sexos;de 20 a 24 años;tasas de empleo;2002TI;48,25
ambos sexos;de 20 a 24 años;tasas de empleo;2001TIV;49,38
ambos sexos;de 20 a 24 años;tasas de empleo;2001TIII;50,03
ambos sexos;de 20 a 24 años;tasas de empleo;2001TII;48,74
ambos sexos;de 20 a 24 años;tasas de empleo;2001TI;47,38
ambos sexos;de 20 a 24 años;tasas de empleo;2000TIV;47,64
ambos sexos;de 20 a 24 años;tasas de empleo;2000TIII;48,42
ambos sexos;de 20 a 24 años;tasas de empleo;2000TII;46,56
ambos sexos;de 20 a 24 años;tasas de empleo;2000TI;45,18
ambos sexos;de 20 a 24 años;tasas de empleo;1999TIV;45,20
ambos sexos;de 20 a 24 años;tasas de empleo;1999TIII;45,54
ambos sexos;de 20 a 24 años;tasas de empleo;1999TII;43,55
ambos sexos;de 20 a 24 años;tasas de empleo;1999TI;42,20
ambos sexos;de 20 a 24 años;tasas de empleo;1998TIV;41,18
ambos sexos;de 20 a 24 años;tasas de empleo;1998TIII;41,38
ambos sexos;de 20 a 24 años;tasas de empleo;1998TII;39,24
ambos sexos;de 20 a 24 años;tasas de empleo;1998TI;38,66
ambos sexos;de 20 a 24 años;tasas de empleo;1997TIV;39,17
ambos sexos;de 20 a 24 años;tasas de empleo;1997TIII;39,28
ambos sexos;de 20 a 24 años;tasas de empleo;1997TII;37,59
ambos sexos;de 20 a 24 años;tasas de empleo;1997TI;37,26
ambos sexos;de 20 a 24 años;tasas de empleo;1996TIV;37,06
ambos sexos;de 20 a 24 años;tasas de empleo;1996TIII;37,31
ambos sexos;de 20 a 24 años;tasas de empleo;1996TII;36,03
ambos sexos;de 20 a 24 años;tasas de empleo;1996TI;35,65
ambos sexos;de 25 a 54 años;tasas de actividad;2004TIV;81,15
ambos sexos;de 25 a 54 años;tasas de actividad;2004TIII;80,50
ambos sexos;de 25 a 54 años;tasas de actividad;2004TII;80,47
ambos sexos;de 25 a 54 años;tasas de actividad;2004TI;80,13
ambos sexos;de 25 a 54 años;tasas de actividad;2003TIV;80,19
ambos sexos;de 25 a 54 años;tasas de actividad;2003TIII;79,65
ambos sexos;de 25 a 54 años;tasas de actividad;2003TII;79,42
ambos sexos;de 25 a 54 años;tasas de actividad;2003TI;79,14
ambos sexos;de 25 a 54 años;tasas de actividad;2002TIV;78,63
ambos sexos;de 25 a 54 años;tasas de actividad;2002TIII;78,36
ambos sexos;de 25 a 54 años;tasas de actividad;2002TII;78,11
ambos sexos;de 25 a 54 años;tasas de actividad;2002TI;77,57
ambos sexos;de 25 a 54 años;tasas de actividad;2001TIV;77,00
ambos sexos;de 25 a 54 años;tasas de actividad;2001TIII;76,48
ambos sexos;de 25 a 54 años;tasas de actividad;2001TII;76,36
ambos sexos;de 25 a 54 años;tasas de actividad;2001TI;76,36
ambos sexos;de 25 a 54 años;tasas de actividad;2000TIV;78,24
ambos sexos;de 25 a 54 años;tasas de actividad;2000TIII;77,85
ambos sexos;de 25 a 54 años;tasas de actividad;2000TII;77,85
ambos sexos;de 25 a 54 años;tasas de actividad;2000TI;77,77
ambos sexos;de 25 a 54 años;tasas de actividad;1999TIV;77,37
ambos sexos;de 25 a 54 años;tasas de actividad;1999TIII;76,76
ambos sexos;de 25 a 54 años;tasas de actividad;1999TII;76,55
ambos sexos;de 25 a 54 años;tasas de actividad;1999TI;76,27
ambos sexos;de 25 a 54 años;tasas de actividad;1998TIV;76,52
ambos sexos;de 25 a 54 años;tasas de actividad;1998TIII;76,24
ambos sexos;de 25 a 54 años;tasas de actividad;1998TII;75,97
ambos sexos;de 25 a 54 años;tasas de actividad;1998TI;75,96
ambos sexos;de 25 a 54 años;tasas de actividad;1997TIV;76,03
ambos sexos;de 25 a 54 años;tasas de actividad;1997TIII;75,78
ambos sexos;de 25 a 54 años;tasas de actividad;1997TII;75,74
ambos sexos;de 25 a 54 años;tasas de actividad;1997TI;75,53
ambos sexos;de 25 a 54 años;tasas de actividad;1996TIV;75,49
ambos sexos;de 25 a 54 años;tasas de actividad;1996TIII;75,22
ambos sexos;de 25 a 54 años;tasas de actividad;1996TII;75,03
ambos sexos;de 25 a 54 años;tasas de actividad;1996TI;74,73
ambos sexos;de 25 a 54 años;tasas de paro;2004TIV;9,46
ambos sexos;de 25 a 54 años;tasas de paro;2004TIII;9,53
ambos sexos;de 25 a 54 años;tasas de paro;2004TII;9,89
ambos sexos;de 25 a 54 años;tasas de paro;2004TI;10,42
ambos sexos;de 25 a 54 años;tasas de paro;2003TIV;10,19
ambos sexos;de 25 a 54 años;tasas de paro;2003TIII;10,03
ambos sexos;de 25 a 54 años;tasas de paro;2003TII;10,16
ambos sexos;de 25 a 54 años;tasas de paro;2003TI;10,82
ambos sexos;de 25 a 54 años;tasas de paro;2002TIV;10,32
ambos sexos;de 25 a 54 años;tasas de paro;2002TIII;10,27
ambos sexos;de 25 a 54 años;tasas de paro;2002TII;10,03
ambos sexos;de 25 a 54 años;tasas de paro;2002TI;10,38
ambos sexos;de 25 a 54 años;tasas de paro;2001TIV;9,34
ambos sexos;de 25 a 54 años;tasas de paro;2001TIII;8,93
ambos sexos;de 25 a 54 años;tasas de paro;2001TII;9,10
ambos sexos;de 25 a 54 años;tasas de paro;2001TI;9,71
ambos sexos;de 25 a 54 años;tasas de paro;2000TIV;11,83
ambos sexos;de 25 a 54 años;tasas de paro;2000TIII;11,98
ambos sexos;de 25 a 54 años;tasas de paro;2000TII;12,22
ambos sexos;de 25 a 54 años;tasas de paro;2000TI;13,05
ambos sexos;de 25 a 54 años;tasas de paro;1999TIV;13,40
ambos sexos;de 25 a 54 años;tasas de paro;1999TIII;13,39
ambos sexos;de 25 a 54 años;tasas de paro;1999TII;13,64
ambos sexos;de 25 a 54 años;tasas de paro;1999TI;14,88
ambos sexos;de 25 a 54 años;tasas de paro;1998TIV;15,89
ambos sexos;de 25 a 54 años;tasas de paro;1998TIII;16,23
ambos sexos;de 25 a 54 años;tasas de paro;1998TII;16,60
ambos sexos;de 25 a 54 años;tasas de paro;1998TI;17,19
ambos sexos;de 25 a 54 años;tasas de paro;1997TIV;17,80
ambos sexos;de 25 a 54 años;tasas de paro;1997TIII;17,86
ambos sexos;de 25 a 54 años;tasas de paro;1997TII;18,32
ambos sexos;de 25 a 54 años;tasas de paro;1997TI;18,72
ambos sexos;de 25 a 54 años;tasas de paro;1996TIV;18,89
ambos sexos;de 25 a 54 años;tasas de paro;1996TIII;18,86
ambos sexos;de 25 a 54 años;tasas de paro;1996TII;19,57
ambos sexos;de 25 a 54 años;tasas de paro;1996TI;20,10
ambos sexos;de 25 a 54 años;tasas de empleo;2004TIV;73,47
ambos sexos;de 25 a 54 años;tasas de empleo;2004TIII;72,83
ambos sexos;de 25 a 54 años;tasas de empleo;2004TII;72,51
ambos sexos;de 25 a 54 años;tasas de empleo;2004TI;71,78
ambos sexos;de 25 a 54 años;tasas de empleo;2003TIV;72,02
ambos sexos;de 25 a 54 años;tasas de empleo;2003TIII;71,66
ambos sexos;de 25 a 54 años;tasas de empleo;2003TII;71,35
ambos sexos;de 25 a 54 años;tasas de empleo;2003TI;70,57
ambos sexos;de 25 a 54 años;tasas de empleo;2002TIV;70,52
ambos sexos;de 25 a 54 años;tasas de empleo;2002TIII;70,31
ambos sexos;de 25 a 54 años;tasas de empleo;2002TII;70,27
ambos sexos;de 25 a 54 años;tasas de empleo;2002TI;69,53
ambos sexos;de 25 a 54 años;tasas de empleo;2001TIV;69,81
ambos sexos;de 25 a 54 años;tasas de empleo;2001TIII;69,65
ambos sexos;de 25 a 54 años;tasas de empleo;2001TII;69,41
ambos sexos;de 25 a 54 años;tasas de empleo;2001TI;68,95
ambos sexos;de 25 a 54 años;tasas de empleo;2000TIV;68,99
ambos sexos;de 25 a 54 años;tasas de empleo;2000TIII;68,53
ambos sexos;de 25 a 54 años;tasas de empleo;2000TII;68,33
ambos sexos;de 25 a 54 años;tasas de empleo;2000TI;67,62
ambos sexos;de 25 a 54 años;tasas de empleo;1999TIV;67,01
ambos sexos;de 25 a 54 años;tasas de empleo;1999TIII;66,49
ambos sexos;de 25 a 54 años;tasas de empleo;1999TII;66,11
ambos sexos;de 25 a 54 años;tasas de empleo;1999TI;64,92
ambos sexos;de 25 a 54 años;tasas de empleo;1998TIV;64,36
ambos sexos;de 25 a 54 años;tasas de empleo;1998TIII;63,86
ambos sexos;de 25 a 54 años;tasas de empleo;1998TII;63,36
ambos sexos;de 25 a 54 años;tasas de empleo;1998TI;62,90
ambos sexos;de 25 a 54 años;tasas de empleo;1997TIV;62,50
ambos sexos;de 25 a 54 años;tasas de empleo;1997TIII;62,25
ambos sexos;de 25 a 54 años;tasas de empleo;1997TII;61,86
ambos sexos;de 25 a 54 años;tasas de empleo;1997TI;61,38
ambos sexos;de 25 a 54 años;tasas de empleo;1996TIV;61,22
ambos sexos;de 25 a 54 años;tasas de empleo;1996TIII;61,03
ambos sexos;de 25 a 54 años;tasas de empleo;1996TII;60,35
ambos sexos;de 25 a 54 años;tasas de empleo;1996TI;59,71
ambos sexos;de 55 y más años;tasas de actividad;2004TIV;18,23
ambos sexos;de 55 y más años;tasas de actividad;2004TIII;18,04
ambos sexos;de 55 y más años;tasas de actividad;2004TII;18,02
ambos sexos;de 55 y más años;tasas de actividad;2004TI;17,95
ambos sexos;de 55 y más años;tasas de actividad;2003TIV;17,85
ambos sexos;de 55 y más años;tasas de actividad;2003TIII;17,71
ambos sexos;de 55 y más años;tasas de actividad;2003TII;17,62
ambos sexos;de 55 y más años;tasas de actividad;2003TI;17,42
ambos sexos;de 55 y más años;tasas de actividad;2002TIV;17,29
ambos sexos;de 55 y más años;tasas de actividad;2002TIII;17,10
ambos sexos;de 55 y más años;tasas de actividad;2002TII;17,07
ambos sexos;de 55 y más años;tasas de actividad;2002TI;16,92
ambos sexos;de 55 y más años;tasas de actividad;2001TIV;16,88
ambos sexos;de 55 y más años;tasas de actividad;2001TIII;16,69
ambos sexos;de 55 y más años;tasas de actividad;2001TII;16,65
ambos sexos;de 55 y más años;tasas de actividad;2001TI;16,54
ambos sexos;de 55 y más años;tasas de actividad;2000TIV;16,68
ambos sexos;de 55 y más años;tasas de actividad;2000TIII;16,52
ambos sexos;de 55 y más años;tasas de actividad;2000TII;16,38
ambos sexos;de 55 y más años;tasas de actividad;2000TI;15,94
ambos sexos;de 55 y más años;tasas de actividad;1999TIV;15,89
ambos sexos;de 55 y más años;tasas de actividad;1999TIII;15,75
ambos sexos;de 55 y más años;tasas de actividad;1999TII;15,76
ambos sexos;de 55 y más años;tasas de actividad;1999TI;15,83
ambos sexos;de 55 y más años;tasas de actividad;1998TIV;15,88
ambos sexos;de 55 y más años;tasas de actividad;1998TIII;16,15
ambos sexos;de 55 y más años;tasas de actividad;1998TII;16,13
ambos sexos;de 55 y más años;tasas de actividad;1998TI;16,00
ambos sexos;de 55 y más años;tasas de actividad;1997TIV;16,14
ambos sexos;de 55 y más años;tasas de actividad;1997TIII;16,03
ambos sexos;de 55 y más años;tasas de actividad;1997TII;16,05
ambos sexos;de 55 y más años;tasas de actividad;1997TI;15,93
ambos sexos;de 55 y más años;tasas de actividad;1996TIV;16,10
ambos sexos;de 55 y más años;tasas de actividad;1996TIII;16,13
ambos sexos;de 55 y más años;tasas de actividad;1996TII;16,23
ambos sexos;de 55 y más años;tasas de actividad;1996TI;16,24
ambos sexos;de 55 y más años;tasas de paro;2004TIV;6,68
ambos sexos;de 55 y más años;tasas de paro;2004TIII;6,87
ambos sexos;de 55 y más años;tasas de paro;2004TII;6,97
ambos sexos;de 55 y más años;tasas de paro;2004TI;6,59
ambos sexos;de 55 y más años;tasas de paro;2003TIV;6,55
ambos sexos;de 55 y más años;tasas de paro;2003TIII;7,20
ambos sexos;de 55 y más años;tasas de paro;2003TII;6,36
ambos sexos;de 55 y más años;tasas de paro;2003TI;6,64
ambos sexos;de 55 y más años;tasas de paro;2002TIV;6,95
ambos sexos;de 55 y más años;tasas de paro;2002TIII;7,03
ambos sexos;de 55 y más años;tasas de paro;2002TII;6,70
ambos sexos;de 55 y más años;tasas de paro;2002TI;6,93
ambos sexos;de 55 y más años;tasas de paro;2001TIV;6,26
ambos sexos;de 55 y más años;tasas de paro;2001TIII;6,17
ambos sexos;de 55 y más años;tasas de paro;2001TII;6,04
ambos sexos;de 55 y más años;tasas de paro;2001TI;6,06
ambos sexos;de 55 y más años;tasas de paro;2000TIV;8,49
ambos sexos;de 55 y más años;tasas de paro;2000TIII;8,35
ambos sexos;de 55 y más años;tasas de paro;2000TII;9,31
ambos sexos;de 55 y más años;tasas de paro;2000TI;9,73
ambos sexos;de 55 y más años;tasas de paro;1999TIV;9,58
ambos sexos;de 55 y más años;tasas de paro;1999TIII;9,33
ambos sexos;de 55 y más años;tasas de paro;1999TII;9,04
ambos sexos;de 55 y más años;tasas de paro;1999TI;9,13
ambos sexos;de 55 y más años;tasas de paro;1998TIV;10,14
ambos sexos;de 55 y más años;tasas de paro;1998TIII;9,53
ambos sexos;de 55 y más años;tasas de paro;1998TII;9,76
ambos sexos;de 55 y más años;tasas de paro;1998TI;10,02
ambos sexos;de 55 y más años;tasas de paro;1997TIV;10,55
ambos sexos;de 55 y más años;tasas de paro;1997TIII;11,03
ambos sexos;de 55 y más años;tasas de paro;1997TII;10,93
ambos sexos;de 55 y más años;tasas de paro;1997TI;11,07
ambos sexos;de 55 y más años;tasas de paro;1996TIV;11,05
ambos sexos;de 55 y más años;tasas de paro;1996TIII;11,33
ambos sexos;de 55 y más años;tasas de paro;1996TII;10,90
ambos sexos;de 55 y más años;tasas de paro;1996TI;10,68
ambos sexos;de 55 y más años;tasas de empleo;2004TIV;17,01
ambos sexos;de 55 y más años;tasas de empleo;2004TIII;16,80
ambos sexos;de 55 y más años;tasas de empleo;2004TII;16,76
ambos sexos;de 55 y más años;tasas de empleo;2004TI;16,76
ambos sexos;de 55 y más años;tasas de empleo;2003TIV;16,69
ambos sexos;de 55 y más años;tasas de empleo;2003TIII;16,43
ambos sexos;de 55 y más años;tasas de empleo;2003TII;16,50
ambos sexos;de 55 y más años;tasas de empleo;2003TI;16,26
ambos sexos;de 55 y más años;tasas de empleo;2002TIV;16,08
ambos sexos;de 55 y más años;tasas de empleo;2002TIII;15,90
ambos sexos;de 55 y más años;tasas de empleo;2002TII;15,93
ambos sexos;de 55 y más años;tasas de empleo;2002TI;15,75
ambos sexos;de 55 y más años;tasas de empleo;2001TIV;15,83
ambos sexos;de 55 y más años;tasas de empleo;2001TIII;15,66
ambos sexos;de 55 y más años;tasas de empleo;2001TII;15,64
ambos sexos;de 55 y más años;tasas de empleo;2001TI;15,54
ambos sexos;de 55 y más años;tasas de empleo;2000TIV;15,26
ambos sexos;de 55 y más años;tasas de empleo;2000TIII;15,14
ambos sexos;de 55 y más años;tasas de empleo;2000TII;14,86
ambos sexos;de 55 y más años;tasas de empleo;2000TI;14,39
ambos sexos;de 55 y más años;tasas de empleo;1999TIV;14,37
ambos sexos;de 55 y más años;tasas de empleo;1999TIII;14,28
ambos sexos;de 55 y más años;tasas de empleo;1999TII;14,33
ambos sexos;de 55 y más años;tasas de empleo;1999TI;14,38
ambos sexos;de 55 y más años;tasas de empleo;1998TIV;14,27
ambos sexos;de 55 y más años;tasas de empleo;1998TIII;14,61
ambos sexos;de 55 y más años;tasas de empleo;1998TII;14,56
ambos sexos;de 55 y más años;tasas de empleo;1998TI;14,39
ambos sexos;de 55 y más años;tasas de empleo;1997TIV;14,43
ambos sexos;de 55 y más años;tasas de empleo;1997TIII;14,26
ambos sexos;de 55 y más años;tasas de empleo;1997TII;14,29
ambos sexos;de 55 y más años;tasas de empleo;1997TI;14,17
ambos sexos;de 55 y más años;tasas de empleo;1996TIV;14,32
ambos sexos;de 55 y más años;tasas de empleo;1996TIII;14,31
ambos sexos;de 55 y más años;tasas de empleo;1996TII;14,47
ambos sexos;de 55 y más años;tasas de empleo;1996TI;14,50
varones;total;tasas de actividad;2004TIV;68,19
varones;total;tasas de actividad;2004TIII;68,43
varones;total;tasas de actividad;2004TII;67,95
varones;total;tasas de actividad;2004TI;67,73
varones;total;tasas de actividad;2003TIV;67,92
varones;total;tasas de actividad;2003TIII;68,08
varones;total;tasas de actividad;2003TII;67,57
varones;total;tasas de actividad;2003TI;67,27
varones;total;tasas de actividad;2002TIV;67,16
varones;total;tasas de actividad;2002TIII;67,41
varones;total;tasas de actividad;2002TII;66,78
varones;total;tasas de actividad;2002TI;66,59
varones;total;tasas de actividad;2001TIV;66,55
varones;total;tasas de actividad;2001TIII;66,59
varones;total;tasas de actividad;2001TII;66,08
varones;total;tasas de actividad;2001TI;65,69
varones;total;tasas de actividad;2000TIV;66,88
varones;total;tasas de actividad;2000TIII;66,96
varones;total;tasas de actividad;2000TII;66,22
varones;total;tasas de actividad;2000TI;65,90
varones;total;tasas de actividad;1999TIV;65,88
varones;total;tasas de actividad;1999TIII;66,04
varones;total;tasas de actividad;1999TII;65,40
varones;total;tasas de actividad;1999TI;65,45
varones;total;tasas de actividad;1998TIV;65,66
varones;total;tasas de actividad;1998TIII;65,84
varones;total;tasas de actividad;1998TII;65,21
varones;total;tasas de actividad;1998TI;65,09
varones;total;tasas de actividad;1997TIV;65,20
varones;total;tasas de actividad;1997TIII;65,15
varones;total;tasas de actividad;1997TII;64,94
varones;total;tasas de actividad;1997TI;64,93
varones;total;tasas de actividad;1996TIV;65,17
varones;total;tasas de actividad;1996TIII;65,32
varones;total;tasas de actividad;1996TII;64,97
varones;total;tasas de actividad;1996TI;65,03
varones;total;tasas de paro;2004TIV;7,76
varones;total;tasas de paro;2004TIII;8,09
varones;total;tasas de paro;2004TII;8,20
varones;total;tasas de paro;2004TI;8,58
varones;total;tasas de paro;2003TIV;8,46
varones;total;tasas de paro;2003TIII;8,30
varones;total;tasas de paro;2003TII;8,17
varones;total;tasas de paro;2003TI;8,65
varones;total;tasas de paro;2002TIV;8,54
varones;total;tasas de paro;2002TIII;8,26
varones;total;tasas de paro;2002TII;7,82
varones;total;tasas de paro;2002TI;8,29
varones;total;tasas de paro;2001TIV;7,62
varones;total;tasas de paro;2001TIII;7,29
varones;total;tasas de paro;2001TII;7,35
varones;total;tasas de paro;2001TI;7,92
varones;total;tasas de paro;2000TIV;9,29
varones;total;tasas de paro;2000TIII;9,16
varones;total;tasas de paro;2000TII;9,45
varones;total;tasas de paro;2000TI;10,34
varones;total;tasas de paro;1999TIV;10,53
varones;total;tasas de paro;1999TIII;10,33
varones;total;tasas de paro;1999TII;10,71
varones;total;tasas de paro;1999TI;12,18
varones;total;tasas de paro;1998TIV;12,86
varones;total;tasas de paro;1998TIII;13,09
varones;total;tasas de paro;1998TII;13,66
varones;total;tasas de paro;1998TI;14,67
varones;total;tasas de paro;1997TIV;15,18
varones;total;tasas de paro;1997TIII;15,28
varones;total;tasas de paro;1997TII;16,11
varones;total;tasas de paro;1997TI;16,76
varones;total;tasas de paro;1996TIV;16,94
varones;total;tasas de paro;1996TIII;16,87
varones;total;tasas de paro;1996TII;17,58
varones;total;tasas de paro;1996TI;18,32
varones;total;tasas de empleo;2004TIV;62,90
varones;total;tasas de empleo;2004TIII;62,89
varones;total;tasas de empleo;2004TII;62,37
varones;total;tasas de empleo;2004TI;61,92
varones;total;tasas de empleo;2003TIV;62,17
varones;total;tasas de empleo;2003TIII;62,43
varones;total;tasas de empleo;2003TII;62,05
varones;total;tasas de empleo;2003TI;61,45
varones;total;tasas de empleo;2002TIV;61,42
varones;total;tasas de empleo;2002TIII;61,84
varones;total;tasas de empleo;2002TII;61,56
varones;total;tasas de empleo;2002TI;61,06
varones;total;tasas de empleo;2001TIV;61,47
varones;total;tasas de empleo;2001TIII;61,74
varones;total;tasas de empleo;2001TII;61,22
varones;total;tasas de empleo;2001TI;60,49
varones;total;tasas de empleo;2000TIV;60,67
varones;total;tasas de empleo;2000TIII;60,83
varones;total;tasas de empleo;2000TII;59,97
varones;total;tasas de empleo;2000TI;59,09
varones;total;tasas de empleo;1999TIV;58,94
varones;total;tasas de empleo;1999TIII;59,22
varones;total;tasas de empleo;1999TII;58,39
varones;total;tasas de empleo;1999TI;57,48
varones;total;tasas de empleo;1998TIV;57,21
varones;total;tasas de empleo;1998TIII;57,22
varones;total;tasas de empleo;1998TII;56,30
varones;total;tasas de empleo;1998TI;55,54
varones;total;tasas de empleo;1997TIV;55,30
varones;total;tasas de empleo;1997TIII;55,19
varones;total;tasas de empleo;1997TII;54,48
varones;total;tasas de empleo;1997TI;54,05
varones;total;tasas de empleo;1996TIV;54,13
varones;total;tasas de empleo;1996TIII;54,30
varones;total;tasas de empleo;1996TII;53,55
varones;total;tasas de empleo;1996TI;53,12
varones;menores de 25 años;tasas de actividad;2004TIV;54,43
varones;menores de 25 años;tasas de actividad;2004TIII;56,96
varones;menores de 25 años;tasas de actividad;2004TII;54,03
varones;menores de 25 años;tasas de actividad;2004TI;53,62
varones;menores de 25 años;tasas de actividad;2003TIV;54,05
varones;menores de 25 años;tasas de actividad;2003TIII;55,79
varones;menores de 25 años;tasas de actividad;2003TII;53,44
varones;menores de 25 años;tasas de actividad;2003TI;52,61
varones;menores de 25 años;tasas de actividad;2002TIV;52,97
varones;menores de 25 años;tasas de actividad;2002TIII;54,64
varones;menores de 25 años;tasas de actividad;2002TII;52,19
varones;menores de 25 años;tasas de actividad;2002TI;52,32
varones;menores de 25 años;tasas de actividad;2001TIV;52,66
varones;menores de 25 años;tasas de actividad;2001TIII;54,08
varones;menores de 25 años;tasas de actividad;2001TII;50,86
varones;menores de 25 años;tasas de actividad;2001TI;50,08
varones;menores de 25 años;tasas de actividad;2000TIV;52,38
varones;menores de 25 años;tasas de actividad;2000TIII;53,94
varones;menores de 25 años;tasas de actividad;2000TII;49,76
varones;menores de 25 años;tasas de actividad;2000TI;49,14
varones;menores de 25 años;tasas de actividad;1999TIV;49,66
varones;menores de 25 años;tasas de actividad;1999TIII;51,19
varones;menores de 25 años;tasas de actividad;1999TII;48,69
varones;menores de 25 años;tasas de actividad;1999TI;49,00
varones;menores de 25 años;tasas de actividad;1998TIV;48,87
varones;menores de 25 años;tasas de actividad;1998TIII;49,95
varones;menores de 25 años;tasas de actividad;1998TII;47,55
varones;menores de 25 años;tasas de actividad;1998TI;47,23
varones;menores de 25 años;tasas de actividad;1997TIV;47,38
varones;menores de 25 años;tasas de actividad;1997TIII;47,68
varones;menores de 25 años;tasas de actividad;1997TII;46,70
varones;menores de 25 años;tasas de actividad;1997TI;46,92
varones;menores de 25 años;tasas de actividad;1996TIV;47,50
varones;menores de 25 años;tasas de actividad;1996TIII;48,44
varones;menores de 25 años;tasas de actividad;1996TII;46,79
varones;menores de 25 años;tasas de actividad;1996TI;47,39
varones;menores de 25 años;tasas de paro;2004TIV;17,79
